STT,SrcIP,SrcPort,FlowDur(ns),TotalPkts,TotalBytes,MeanIAT(ns),Normal
121,192.168.50.8,54803,0,1,80,0,0
122,192.168.50.6,55237,0,1,66,0,0
123,156.154.200.36,443,0,1,119,0,0
124,192.168.50.6,54808,0,1,62,0,0
125,192.168.50.8,59859,0,1,60,0,0
126,192.168.50.6,55141,0,1,60,0,0
127,192.168.50.6,55070,0,1,60,0,0
128,192.168.50.8,62093,0,1,87,0,0
129,192.168.50.8,59613,0,1,60,0,0
130,172.217.6.230,443,0,1,112,0,0
131,192.168.50.6,52517,0,1,75,0,0
132,192.168.50.8,52983,0,1,88,0,0
133,172.217.3.99,443,0,1,66,0,0
134,172.217.3.106,443,0,1,66,0,0
135,192.168.50.9,42426,0,1,66,0,0
136,192.168.50.8,59872,0,1,66,0,0
137,172.16.0.5,855,0,1,271,0,0
138,192.168.50.6,55096,0,1,60,0,0
139,192.168.50.8,59880,0,1,1514,0,0
140,192.168.50.8,60931,0,1,167,0,0
141,192.168.50.6,51518,0,1,84,0,0
142,192.168.50.6,62835,0,1,78,0,0
143,192.168.50.6,55218,0,1,60,0,0
144,192.168.50.8,59870,0,1,60,0,0
145,192.168.50.6,53166,0,1,92,0,0
146,192.168.50.6,54844,0,1,60,0,0
147,192.168.50.6,55073,0,1,60,0,0
148,192.168.50.8,50837,0,1,77,0,0
149,192.168.50.8,54600,0,1,80,0,0
150,192.168.50.8,55777,0,1,85,0,0
151,192.168.50.6,54560,0,1,60,0,0
152,192.168.50.8,65282,0,1,80,0,0
153,192.168.50.8,59864,0,1,60,0,0
154,172.16.0.5,36340,0,1,162,0,0
155,192.168.50.8,54503,0,1,69,0,0
156,216.58.219.194,443,0,1,66,0,0
157,192.168.50.9,41918,0,1,66,0,0
158,192.168.50.9,40888,0,1,455,0,0
159,192.168.50.8,61001,0,1,76,0,0
160,192.168.50.8,50671,0,1,84,0,0
161,192.168.50.6,55140,0,1,60,0,0
162,172.16.0.5,858,0,1,271,0,0
163,192.168.50.6,61122,0,1,81,0,0
164,192.168.50.8,55151,0,1,73,0,0
165,162.248.19.147,443,0,1,66,0,0
166,192.168.50.8,59869,0,1,66,0,0
167,216.58.217.130,80,0,1,60,0,0
168,192.168.50.6,55199,0,1,60,0,0
169,192.168.50.6,58741,0,1,76,0,0
170,107.178.246.49,443,0,1,66,0,0
171,192.168.50.6,55179,0,1,579,0,0
172,192.168.50.9,33658,0,1,60,0,0
173,192.168.50.8,63822,0,1,86,0,0
174,192.168.50.9,57534,0,1,66,0,0
175,192.168.50.6,62431,0,1,84,0,0
176,192.168.50.6,55183,0,1,60,0,0
177,192.168.50.6,50362,0,1,89,0,0
178,192.168.50.8,62834,0,1,79,0,0
179,172.217.9.230,443,0,1,60,0,0
180,192.168.50.9,43308,0,1,66,0,0
181,192.168.50.8,64063,0,1,84,0,0
182,192.168.50.9,48866,0,1,60,0,0
183,192.168.50.8,51697,0,1,80,0,0
184,192.168.50.8,49946,0,1,71,0,0
185,192.168.50.6,54464,0,1,89,0,0
186,192.168.50.6,54965,0,1,60,0,0
187,52.85.89.77,443,0,1,66,0,0
188,172.16.0.5,31151,0,1,66,0,0
189,192.168.50.6,55191,0,1,105,0,0
190,192.168.50.8,59839,0,1,571,0,0
191,192.168.50.8,60497,0,1,75,0,0
192,172.217.12.206,80,0,1,66,0,0
193,192.168.50.8,59877,0,1,60,0,0
194,31.13.71.7,443,0,1,66,0,0
195,192.168.50.6,55426,0,1,74,0,0
196,172.16.0.5,851,0,1,271,0,0
197,192.168.50.9,48208,0,1,66,0,0
198,192.168.50.9,47226,0,1,112,0,0
199,192.168.50.8,52762,0,1,76,0,0
200,192.168.50.8,59855,0,1,60,0,0
201,172.16.0.5,859,0,1,271,0,0
202,192.168.50.6,54943,0,1,60,0,0
203,192.168.50.6,54347,0,1,72,0,0
204,52.85.90.206,443,0,1,100,0,0
205,192.168.50.8,51376,0,1,85,0,0
206,192.168.50.6,62948,0,1,83,0,0
207,192.168.50.9,49094,0,1,60,0,0
208,192.168.50.6,54938,0,1,144,0,0
209,192.168.50.6,62285,0,1,78,0,0
210,192.168.50.8,54056,0,1,86,0,0
211,192.168.50.8,59200,0,1,85,0,0
212,192.168.50.6,55231,0,1,60,0,0
213,192.168.50.8,59770,0,1,66,0,0
214,192.168.50.8,53783,0,1,78,0,0
215,192.168.50.9,59064,0,1,60,0,0
216,172.217.6.194,80,0,1,60,0,0
217,192.168.50.6,54814,0,1,60,0,0
218,172.217.9.226,443,0,1,60,0,0
219,192.168.50.8,59314,0,1,85,0,0
220,192.168.50.8,54171,0,1,101,0,0
221,192.168.50.8,53546,0,1,79,0,0
222,54.192.55.39,443,0,1,66,0,0
223,192.168.50.9,49092,0,1,60,0,0
224,192.168.50.6,54800,0,1,60,0,0
225,192.168.50.6,54925,0,1,60,0,0
226,172.217.10.67,443,0,1,60,0,0
227,192.168.50.9,33354,0,1,66,0,0
228,192.168.50.6,54685,0,1,89,0,0
229,172.217.6.225,443,0,1,135,0,0
230,172.217.10.98,80,0,1,60,0,0
231,192.168.50.8,63905,0,1,77,0,0
232,192.168.50.8,59594,0,1,60,0,0
233,192.168.50.8,59704,0,1,60,0,0
234,192.168.50.6,54865,0,1,60,0,0
235,192.168.50.6,54823,0,1,66,0,0
236,192.168.50.8,64554,0,1,84,0,0
237,192.168.50.9,54012,0,1,60,0,0
238,192.168.50.6,55085,0,1,66,0,0
239,192.168.50.8,59383,0,1,74,0,0
240,192.168.50.8,59892,0,1,60,0,0
241,192.168.50.6,58476,0,1,78,0,0
242,192.168.50.8,60484,0,1,79,0,0
243,192.168.50.8,59716,0,1,60,0,0
244,192.168.50.8,60926,0,1,89,0,0
245,192.168.50.6,54872,0,1,100,0,0
246,192.168.50.6,55346,0,1,80,0,0
247,192.168.50.8,59683,0,1,60,0,0
248,192.168.50.6,54833,0,1,66,0,0
249,172.16.0.5,847,0,1,307,0,0
250,192.168.50.9,43310,0,1,66,0,0
251,172.16.0.5,517,0,1,271,0,0
252,192.168.50.6,55971,0,1,80,0,0
253,192.168.50.6,55146,0,1,60,0,0
254,192.168.50.6,55106,0,1,60,0,0
255,192.168.50.8,65123,0,1,87,0,0
256,192.168.50.6,54964,0,1,60,0,0
257,172.217.10.138,443,0,1,100,0,0
258,172.217.6.195,443,0,1,60,0,0
259,192.168.50.8,59600,0,1,66,0,0
260,192.168.50.9,60708,0,1,66,0,0
261,192.168.50.6,54825,0,1,66,0,0
262,172.217.2.161,443,0,1,60,0,0
263,23.192.125.138,80,0,1,66,0,0
264,172.217.0.98,443,0,1,60,0,0
265,192.168.50.6,55089,0,1,100,0,0
266,172.16.0.5,41860,0,1,60,0,0
267,72.21.91.29,80,0,1,66,0,0
268,172.16.0.5,52312,0,1,60,0,0
269,192.168.50.8,59767,0,1,60,0,0
270,192.168.50.9,50556,0,1,66,0,0
271,35.158.163.158,443,0,1,66,0,0
272,192.168.50.9,48200,0,1,66,0,0
273,192.168.50.8,53091,0,1,78,0,0
274,192.168.50.9,40278,0,1,60,0,0
275,192.168.50.6,54831,0,1,66,0,0
276,192.168.50.8,59661,0,1,60,0,0
277,192.168.50.8,59684,0,1,60,0,0
278,192.168.50.8,59854,0,1,60,0,0
279,192.168.50.8,60023,0,1,88,0,0
280,192.168.50.8,59606,0,1,60,0,0
281,192.168.50.9,35796,0,1,66,0,0
282,192.168.50.6,54829,0,1,66,0,0
283,192.168.50.6,55236,0,1,66,0,0
284,52.39.131.77,443,0,1,264,0,0
285,192.168.50.8,53761,0,1,85,0,0
286,192.168.50.8,53531,0,1,74,0,0
287,192.168.50.8,59614,0,1,100,0,0
288,192.168.50.6,60512,0,1,76,0,0
289,192.168.50.6,54801,0,1,60,0,0
290,172.217.10.98,443,0,1,60,0,0
291,192.168.50.8,59817,0,1,60,0,0
292,192.168.50.9,40886,0,1,66,0,0
293,192.168.50.8,59597,0,1,101,0,0
294,192.168.50.8,59883,0,1,62,0,0
295,192.168.50.6,55101,0,1,60,0,0
296,192.168.50.4,22,0,1,66,0,0
297,192.168.50.6,54815,0,1,60,0,0
298,162.248.19.151,443,0,1,60,0,0
299,192.168.50.6,54911,0,1,60,0,0
300,192.168.50.8,59682,0,1,66,0,0
301,172.217.10.74,443,0,1,112,0,0
302,192.168.50.8,53354,0,1,81,0,0
303,192.168.50.8,58070,0,1,73,0,0
304,172.217.7.2,443,0,1,100,0,0
305,69.172.216.111,443,0,1,60,0,0
306,172.217.3.97,443,0,1,100,0,0
307,192.168.50.9,58186,0,1,66,0,0
308,192.168.50.8,52807,0,1,77,0,0
309,192.168.50.8,62421,0,1,87,0,0
310,172.217.12.162,443,0,1,60,0,0
311,192.168.50.9,51450,0,1,66,0,0
312,192.168.50.8,53186,0,1,71,0,0
313,172.217.3.100,443,0,1,66,0,0
314,192.168.50.8,59846,0,1,60,0,0
315,192.168.50.6,55083,0,1,66,0,0
316,192.168.50.8,51220,0,1,80,0,0
317,192.168.50.8,59662,0,1,60,0,0
318,172.217.9.238,443,0,1,232,0,0
319,38.134.110.113,443,0,1,566,0,0
320,192.168.50.6,52308,0,1,77,0,0
321,192.168.50.8,52093,0,1,86,0,0
322,192.168.50.8,65512,0,1,84,0,0
323,192.168.50.8,61667,0,1,81,0,0
324,192.168.50.8,55955,0,1,81,0,0
325,23.63.78.40,80,0,1,66,0,0
326,192.168.50.8,59875,0,1,60,0,0
327,104.18.102.194,443,0,1,60,0,0
328,192.168.50.9,55028,0,1,66,0,0
329,192.168.50.6,54857,0,1,60,0,0
330,192.168.50.9,55022,0,1,66,0,0
331,173.241.242.143,443,0,1,60,0,0
332,172.16.0.5,31152,0,1,60,0,0
333,192.168.50.8,59714,0,1,60,0,0
334,192.168.50.6,54853,0,1,768,0,0
335,192.168.50.9,39616,0,1,74,0,0
336,192.168.50.6,51533,0,1,84,0,0
337,8.250.89.254,80,0,1,1514,0,0
338,172.16.0.5,51425,0,1,60,0,0
339,192.168.50.8,59807,0,1,571,0,0
340,172.217.11.4,443,0,1,100,0,0
341,192.168.50.6,55167,0,1,60,0,0
342,192.168.50.9,44292,0,1,66,0,0
343,172.16.0.5,857,0,1,289,0,0
344,192.168.50.6,55119,0,1,60,0,0
345,192.168.50.6,55040,0,1,66,0,0
346,172.16.0.5,18343,0,1,60,0,0
347,52.84.33.201,80,0,1,66,0,0
348,192.168.50.9,60706,0,1,66,0,0
349,172.217.9.225,443,0,1,60,0,0
350,192.168.50.6,54821,0,1,60,0,0
351,52.85.93.127,80,0,1,66,0,0
352,31.13.71.36,443,0,1,60,0,0
353,192.168.50.6,54805,0,1,60,0,0
354,192.168.50.8,59400,0,1,83,0,0
355,192.168.50.6,58337,0,1,78,0,0
356,54.192.53.175,443,0,1,903,0,0
357,192.168.50.8,59888,0,1,66,0,0
358,192.168.50.8,59865,0,1,66,0,0
359,192.168.50.8,62215,0,1,85,0,0
360,192.168.50.9,45580,0,1,60,0,0
361,192.168.50.6,52583,0,1,85,0,0
362,192.168.50.8,51666,0,1,89,0,0
363,172.16.0.5,46769,0,1,60,0,0
364,192.168.50.8,60216,0,1,74,0,0
365,192.168.50.8,56531,0,1,80,0,0
366,192.168.50.8,53684,0,1,74,0,0
367,192.168.50.8,59873,0,1,60,0,0
368,192.168.50.8,59598,0,1,60,0,0
369,192.168.50.8,60607,0,1,74,0,0
370,192.168.50.9,57658,0,1,66,0,0
371,192.168.50.6,54839,0,1,60,0,0
372,23.194.140.15,443,0,1,60,0,0
373,172.16.0.5,17369,0,1,66,0,0
374,192.168.50.8,58785,0,1,80,0,0
375,192.168.50.8,65306,0,1,92,0,0
376,192.168.50.6,54820,0,1,244,0,0
377,192.168.50.9,47710,0,1,60,0,0
378,192.168.50.6,54924,0,1,92,0,0
379,172.16.0.5,41077,0,1,60,0,0
380,192.168.50.6,55227,0,1,60,0,0
381,192.168.50.6,54838,0,1,465,0,0
382,192.168.50.8,50492,0,1,86,0,0
383,192.168.50.8,59637,0,1,66,0,0
384,172.217.11.10,443,0,1,60,0,0
385,192.168.50.8,59673,0,1,92,0,0
386,192.168.50.8,59871,0,1,60,0,0
387,192.168.50.9,36132,0,1,577,0,0
388,52.22.210.63,443,0,1,756,0,0
389,192.168.50.9,48006,0,1,60,0,0
390,192.168.50.8,56831,0,1,89,0,0
391,192.168.50.6,54859,0,1,60,0,0
392,192.168.50.6,55168,0,1,60,0,0
393,172.217.11.6,443,0,1,60,0,0
394,192.168.50.6,55107,0,1,60,0,0
395,104.196.121.62,443,0,1,324,0,0
396,192.168.50.8,59917,0,1,60,0,0
397,192.168.50.6,55173,0,1,60,0,0
398,192.168.50.6,54996,0,1,60,0,0
399,173.194.208.109,465,0,1,60,0,0
400,192.168.50.8,56022,0,1,74,0,0
401,192.168.50.9,41488,0,1,60,0,0
402,192.168.50.9,45270,0,1,66,0,0
403,192.168.50.8,59860,0,1,66,0,0
404,192.168.50.8,59843,0,1,83,0,0
405,151.101.22.2,443,0,1,112,0,0
406,192.168.50.9,48744,0,1,60,0,0
407,172.16.0.5,44749,0,1,60,0,0
408,192.168.50.6,60614,0,1,84,0,0
409,172.16.0.5,849,0,1,271,0,0
410,23.192.65.167,443,0,1,66,0,0
411,192.168.50.6,55024,0,1,60,0,0
412,52.28.108.167,443,0,1,66,0,0
413,192.168.50.9,34784,0,1,74,0,0
414,192.168.50.9,37312,0,1,60,0,0
415,192.168.50.6,58222,0,1,88,0,0
416,23.194.110.93,443,0,1,60,0,0
417,192.168.50.8,61682,0,1,80,0,0
418,192.168.50.6,56876,0,1,77,0,0
419,192.168.50.8,59145,0,1,76,0,0
420,192.168.50.9,42458,0,1,66,0,0
421,192.168.50.8,61128,0,1,71,0,0
422,192.168.50.9,45346,0,1,66,0,0
423,52.73.132.195,443,0,1,60,0,0
424,192.168.50.8,64535,0,1,87,0,0
425,192.168.50.8,59874,0,1,60,0,0
426,54.164.68.142,443,0,1,66,0,0
427,192.168.50.8,55876,0,1,89,0,0
428,192.168.50.6,54824,0,1,66,0,0
429,192.168.50.8,59660,0,1,60,0,0
430,209.85.144.155,443,0,1,66,0,0
431,192.168.50.6,59354,0,1,84,0,0
432,192.168.50.6,54802,0,1,60,0,0
433,192.168.50.6,55244,0,1,1514,0,0
434,192.168.50.6,54832,0,1,66,0,0
435,192.168.50.9,46316,0,1,66,0,0
436,192.168.50.6,54961,0,1,60,0,0
437,192.168.50.8,65522,0,1,74,0,0
438,192.168.50.8,59605,0,1,92,0,0
439,192.168.50.9,34100,0,1,66,0,0
440,172.217.12.130,443,0,1,60,0,0
441,192.168.50.6,54803,0,1,60,0,0
442,192.168.50.8,51820,0,1,81,0,0
443,192.168.50.6,54656,0,1,83,0,0
444,192.168.50.8,59931,0,1,60,0,0
445,192.168.50.6,65011,0,1,71,0,0
446,192.168.50.6,55088,0,1,100,0,0
447,192.168.50.9,60880,0,1,60,0,0
448,172.217.3.102,443,0,1,100,0,0
449,192.168.50.8,60944,0,1,87,0,0
450,172.217.9.234,443,0,1,60,0,0
451,192.168.50.8,49641,0,1,74,0,0
452,192.168.50.9,58914,0,1,66,0,0
453,192.168.50.8,49985,0,1,92,0,0
454,203.82.26.7,443,0,1,66,0,0
455,192.168.50.9,42207,0,1,81,0,0
456,52.85.89.250,443,0,1,66,0,0
457,172.217.10.34,443,0,1,60,0,0
458,192.168.50.6,55038,0,1,60,0,0
459,172.16.0.5,47362,0,1,60,0,0
460,192.168.50.6,54799,0,1,80,0,0
461,192.168.50.6,54983,0,1,60,0,0
462,192.168.50.8,52670,0,1,77,0,0
463,172.16.0.5,852,0,1,271,0,0
464,192.168.50.8,59824,0,1,85,0,0
465,172.16.0.5,33732,0,1,66,0,0
466,192.168.50.9,50332,0,1,66,0,0
467,52.85.89.10,443,0,1,60,0,0
468,192.168.50.6,59996,0,1,89,0,0
469,192.168.50.8,53177,0,1,81,0,0
470,192.168.50.8,59882,0,1,60,0,0
471,18.211.180.29,443,0,1,845,0,0
472,192.168.50.6,55258,0,1,60,0,0
473,192.168.50.6,55194,0,1,60,0,0
474,192.168.50.9,51390,0,1,60,0,0
475,192.168.50.8,65283,0,1,80,0,0
476,172.217.11.1,443,0,1,66,0,0
477,192.168.50.8,59725,0,1,60,0,0
478,192.168.50.8,59907,0,1,60,0,0
479,192.168.50.6,55125,0,1,60,0,0
480,192.168.50.6,60391,0,1,81,0,0
481,192.168.50.8,59601,0,1,100,0,0
482,192.168.50.9,37652,0,1,66,0,0
483,192.168.50.8,53461,0,1,86,0,0
484,192.168.50.6,55032,0,1,60,0,0
485,192.168.50.6,54880,0,1,60,0,0
486,192.168.50.8,64858,0,1,77,0,0
487,192.168.50.8,61172,0,1,74,0,0
488,192.168.50.6,50158,0,1,85,0,0
489,192.168.50.8,59610,0,1,60,0,0
490,172.217.6.194,443,0,1,66,0,0
491,192.168.50.8,59607,0,1,96,0,0
492,8.43.72.21,443,0,1,60,0,0
493,192.168.50.6,51640,0,1,85,0,0
494,216.58.219.226,443,0,1,100,0,0
495,192.168.50.8,55186,0,1,73,0,0
496,172.217.11.14,80,0,1,66,0,0
497,192.168.50.6,62304,0,1,89,0,0
498,192.168.50.6,50237,0,1,84,0,0
499,192.168.50.9,43886,0,1,489,0,0
500,192.168.50.6,63064,0,1,85,0,0
501,192.168.50.6,55105,0,1,60,0,0
502,172.217.1.162,443,0,1,60,0,0
503,23.192.125.10,80,0,1,66,0,0
504,192.168.50.6,54963,0,1,60,0,0
505,54.174.234.29,443,0,1,427,0,0
506,172.16.0.5,648,0,1,271,0,0
507,23.194.142.213,443,0,1,66,0,0
508,0.0.0.0,68,0,1,342,0,0
509,192.168.50.8,59881,0,1,60,0,0
510,192.168.50.6,55200,0,1,60,0,0
511,172.16.0.5,32742,0,1,60,0,0
512,192.168.50.6,55153,0,1,66,0,0
513,192.168.50.6,55129,0,1,66,0,0
514,192.168.50.6,58119,0,1,86,0,0
515,192.168.50.8,59593,0,1,62,0,0
516,23.192.125.11,80,0,1,66,0,0
517,192.168.50.8,55174,0,1,81,0,0
518,172.217.10.34,80,0,1,60,0,0
519,192.168.50.6,55225,0,1,60,0,0
520,192.168.50.8,57626,0,1,85,0,0
521,192.168.50.8,55657,0,1,83,0,0
522,172.217.2.164,443,0,1,60,0,0
523,74.208.236.171,80,0,1,60,0,0
524,192.168.50.8,59754,0,1,60,0,0
525,172.217.10.226,443,0,1,100,0,0
526,192.168.50.9,32902,0,1,66,0,0
527,192.168.50.8,59813,0,1,66,0,0
528,172.217.9.238,80,0,1,66,0,0
529,65.55.163.222,443,0,1,1514,0,0
530,192.168.50.6,54822,0,1,60,0,0
531,192.168.50.8,55951,0,1,79,0,0
532,192.168.50.8,59838,0,1,100,0,0
533,192.168.50.9,34102,0,1,66,0,0
534,192.168.50.8,65453,0,1,88,0,0
535,192.168.50.4,0,0,1,299,0,0
536,192.168.50.9,54320,0,1,66,0,0
537,172.217.3.110,80,0,1,66,0,0
538,192.168.50.6,54830,0,1,66,0,0
539,172.217.197.154,443,0,1,66,0,0
540,192.168.50.8,61346,0,1,60,0,0
541,192.168.50.8,59608,0,1,100,0,0
542,192.168.50.8,55292,0,1,84,0,0
543,23.192.125.97,80,0,1,934,0,0
544,52.84.35.26,443,0,1,66,0,0
545,192.168.50.8,60215,0,1,85,0,0
546,192.168.50.8,58285,0,1,92,0,0
547,192.168.50.6,61204,0,1,87,0,0
548,192.168.50.6,55166,0,1,231,0,0
549,192.168.50.6,55185,0,1,60,0,0
550,192.168.50.9,50800,0,1,60,0,0
