STT,SrcIP,SrcPort,FlowDur(ns),TotalPkts,TotalBytes,MeanIAT(ns),lof_score,Normal
115,192.168.50.6,54848,269988,4,252,89996,2.960000,0
116,192.168.50.8,65282,38300,2,160,38300,2.032000,0
117,192.168.50.9,51072,1374,2,148,1374,1.027000,1
118,192.168.50.8,59200,38705,2,170,38705,57.495998,0
119,172.217.12.193,443,3994527110,213,98962,18842109,16.959999,0
120,192.168.50.8,61627,53389,2,134,53389,4.960000,0
121,192.168.50.6,56066,54874,2,184,54874,16.459999,0
122,192.168.50.6,56145,4662247,16,1250,310816,1.016000,1
123,192.168.50.6,54869,60620,2,200,60620,60.995998,0
124,54.192.55.39,443,96577,4,264,32192,2.888000,0
125,192.168.50.8,60848,4488617,16,1250,299241,1.007000,1
126,172.217.3.106,443,4369580149,271,188350,16183630,33.459999,0
127,151.101.2.2,443,2758,2,148,2758,0.993000,1
128,192.168.50.6,56118,15398794,24,4042,669512,1.077000,1
129,192.168.50.6,54822,100562411,16,2708,6704160,65.496002,0
130,192.168.50.8,54056,38109,2,172,38109,58.532001,0
131,74.208.236.171,80,4654711731,1146,525532,4065250,10.244000,0
132,192.168.50.6,56156,4989271,16,1194,332618,0.973000,1
133,192.168.50.6,56163,924421,10,1470,102713,1.085000,1
134,192.168.50.8,60215,48961,2,170,48961,16.959999,0
135,192.168.50.8,60884,1428,2,132,1428,1.152000,1
136,192.168.50.8,61667,33280,2,162,33280,39.495998,0
137,192.168.50.6,54818,3999981184,12,1558,363634653,51.424000,0
138,192.168.50.8,64820,32689,2,146,32689,44.995998,0
139,192.168.50.8,60895,7632295,84,29134,91955,0.996000,1
140,192.168.50.9,41488,398510,12,882,36228,22.424000,0
141,192.168.50.9,55330,2786,2,148,2786,1.012000,1
142,192.168.50.6,54830,45015,2,132,45015,62.032001,0
143,192.168.50.8,59843,527836928,38,4254,14265862,16.459999,0
144,192.168.50.8,53546,390172382,8,652,55738911,61.599998,0
145,192.168.50.6,56144,2295941278,20,1562,120839014,16.959999,0
146,192.168.50.8,60885,10398353,56,7226,189060,1.001000,1
147,192.168.50.6,54878,26825085,14,1874,2063468,1.460000,0
148,192.168.50.6,54800,2421456,6,440,484291,62.424000,0
149,192.168.50.8,60870,1338,2,132,1338,1.012000,1
150,192.168.50.6,54845,399102,4,252,133034,2.960000,0
151,192.168.50.6,52929,55833,2,174,55833,62.032001,0
152,192.168.50.6,62301,50630,2,168,50630,64.031998,0
153,192.168.50.6,54824,80603,2,132,80603,55.495998,0
154,192.168.50.4,51560,2558089,18,1398,150475,0.994000,1
155,192.168.50.9,57944,1737,2,148,1737,1.011000,1
156,192.168.50.9,46826,130529145,14,1036,10040703,34.459999,0
157,172.217.9.238,80,179113000,10,648,19901444,16.959999,0
158,192.168.50.6,63128,116893,2,178,116893,2.960000,0
159,72.21.91.29,80,4498160053,1246,192596,3612979,65.496002,0
160,192.168.50.6,54866,1281115761,6,412,256223152,31.424000,0
161,192.168.50.8,55876,37622,2,178,37622,25.496000,0
162,192.168.50.8,61172,32663,2,148,32663,36.532001,0
163,192.168.50.6,56165,2699547,46,10692,59989,1.128000,1
164,192.168.50.8,60890,9602784,52,14012,188289,0.999000,1
165,192.168.50.8,60889,9968211,56,9998,181240,0.999000,1
166,192.168.50.6,54859,22089611,20,2834,1162611,16.459999,0
167,192.168.50.6,52308,84746,2,154,84746,32.424000,0
168,192.168.50.8,61001,37532,2,152,37532,12.496000,0
169,192.168.50.8,52807,37592,2,154,37592,13.924000,0
170,192.168.50.6,54837,1157408,4,240,385802,51.424000,0
171,192.168.50.8,60858,3125542,24,1440,135893,1.005000,1
172,192.168.50.8,53808,103156,2,176,103156,30.459999,0
173,192.168.50.9,57658,606164,8,682,86594,51.424000,0
174,192.168.50.6,54870,96611,2,132,96611,40.959999,0
175,172.217.197.154,443,4668055301,91,26390,51867281,58.743999,0
176,192.168.50.8,60881,10886645,30,3782,375401,1.043000,1
177,192.168.50.6,54656,59835,2,166,59835,35.495998,0
178,192.168.50.6,56371,49562,2,146,49562,58.532001,0
179,192.168.50.8,60845,4128606,20,1514,217295,1.046000,1
180,192.168.50.8,52670,34938,2,154,34938,10.496000,0
181,192.168.50.6,54865,3069785,28,9827,113695,43.459999,0
182,192.168.50.6,54862,29759002,18,2800,1750529,52.495998,0
183,192.168.50.8,61916,53421,2,146,53421,16.496000,0
184,72.167.239.239,80,4375698799,196,79567,22439481,47.495998,0
185,192.168.50.8,53684,46418,2,148,46418,17.032000,0
186,192.168.50.8,60824,12434717,34,2862,376809,0.960000,1
187,192.168.50.6,56149,5344044,16,1250,356269,1.198000,1
188,172.217.3.100,443,4611730074,214,69207,21651314,1.496000,0
189,192.168.50.6,54858,51365427,22,3014,2445972,0.460000,1
190,192.168.50.6,54805,111568,4,240,37189,36.888000,0
191,192.168.50.8,60863,12548015,44,5140,291814,1.007000,1
192,192.168.50.9,42742,73128,2,148,73128,1.020000,1
193,192.168.50.6,56159,5607681,42,5738,136772,1.046000,1
194,192.168.50.6,54799,3841894452,8,600,548842064,37.352001,0
195,192.168.50.6,54836,76145054,12,1346,6922277,33.959999,0
196,192.168.50.8,60853,3000137,26,1610,120005,1.005000,1
197,172.217.9.226,443,4377736381,1023,575368,4283499,16.459999,0
198,192.168.50.6,52915,60477,2,162,60477,28.496000,0
199,172.217.12.162,443,3989724179,1107,749458,3607345,16.959999,0
200,54.192.53.175,443,551144127,60,22650,9341425,16.959999,0
201,52.39.131.77,443,512977002,38,15142,13864243,64.496002,0
202,192.168.50.4,22,335168039,427,92008,786779,24.247999,0
203,192.168.50.8,59610,139010100,98,13392,1433093,0.460000,1
204,172.16.0.5,52312,254220059,42,2520,6200489,34.459999,0
205,192.168.50.6,54820,353692684,74,13408,4845105,63.672001,0
206,192.168.50.8,60856,4539152,20,1514,238902,0.987000,1
207,192.168.50.6,54881,24821194,24,5376,1079182,31.459999,0
208,192.168.50.6,62514,49865,2,148,49865,16.959999,0
209,192.168.50.8,51666,39281,2,178,39281,2.496000,0
210,192.168.50.8,62834,50124,2,158,50124,31.959999,0
211,192.168.50.6,64539,59693,2,162,59693,38.495998,0
212,192.168.50.6,54860,49866769,16,1832,3324451,33.459999,0
213,192.168.50.8,50816,129172,2,148,129172,2.460000,0
214,192.168.50.6,56123,4558874,16,1250,303924,1.009000,1
215,172.217.2.164,443,2303008315,108,15816,21523442,35.959999,0
216,192.168.50.8,51821,32577,2,178,32577,41.495998,0
217,192.168.50.8,60855,4161497,20,1514,219026,1.061000,1
218,192.168.50.6,65408,49059,2,184,49059,63.568001,0
219,192.168.50.8,56770,49819,2,178,49819,31.959999,0
220,192.168.50.8,64612,52603,2,146,52603,26.496000,0
221,52.28.108.167,443,3744690,8,528,534955,13.888000,0
222,192.168.50.8,58070,33204,2,146,33204,52.032001,0
223,192.168.50.6,54871,25369521,14,1452,1951501,16.959999,0
224,192.168.50.6,56173,1132075,20,5314,59582,1.035000,1
225,192.168.50.6,55847,73091139,4,326,24363713,22.424000,0
226,192.168.50.8,59596,13539396,4,252,4513132,29.851999,0
227,192.168.50.9,42676,2200,2,148,2200,1.139000,1
228,192.168.50.6,54803,576261813,8,586,82323116,61.599998,0
229,172.16.0.5,46769,24687,2,120,24687,31.959999,0
230,159.127.42.82,443,99703,15,10738,7121,1.016000,1
231,192.168.50.6,56162,933307,20,2718,49121,0.991000,1
232,192.168.50.8,59011,57446,2,170,57446,29.459999,0
233,192.168.50.6,54826,48235,2,132,48235,46.495998,0
234,192.168.50.6,56150,5295718,16,1250,353047,1.198000,1
235,192.168.50.6,50158,41843,2,170,41843,40.959999,0
236,192.168.50.8,60892,7280071,36,3052,208002,0.985000,1
237,192.168.50.8,60893,6128063,36,12142,175087,0.997000,1
238,23.194.108.29,443,154021,6,458,30804,2.460000,0
239,172.16.0.5,41860,285257057,42,2520,6957489,64.996002,0
240,192.168.50.9,60096,188012,8,682,26858,40.995998,0
241,192.168.50.6,58119,292866,4,344,97622,59.459999,0
242,0.0.0.0,68,4673849303,984,336528,4754678,16.959999,0
243,192.168.50.8,59145,36745,2,152,36745,16.959999,0
244,192.168.50.8,60849,3999342,20,1514,210491,1.150000,1
245,192.168.50.6,54867,28884377,20,4718,1520230,24.496000,0
246,192.168.50.8,59598,37707794,8,492,5386827,0.460000,1
247,192.168.50.6,60391,87276,2,162,87276,29.459999,0
248,192.168.50.6,54832,77042,2,132,77042,29.959999,0
249,192.168.50.6,54864,75941994,46,12470,1687599,33.495998,0
250,172.16.0.5,41077,339776060,20,1200,17882950,32.348000,0
251,192.168.50.8,53017,51919,2,166,51919,23.032000,0
252,192.168.50.9,37652,187740,8,682,26820,54.495998,0
253,192.168.50.6,61988,21867521,2,154,21867521,47.495998,0
254,192.168.50.8,64360,1324391675,4,318,441463891,54.924000,0
255,93.184.216.180,443,157393,6,444,31478,16.959999,0
256,192.168.50.8,54224,102742,2,176,102742,47.924000,0
257,192.168.50.8,62093,40215,2,174,40215,39.959999,0
258,192.168.50.9,51074,1241,2,148,1241,1.051000,1
259,192.168.50.8,60868,6424958,16,1782,428330,1.079000,1
260,192.168.50.8,59593,118135,6,388,23627,2.460000,0
261,192.168.50.8,57360,39446,2,174,39446,59.495998,0
262,192.168.50.8,49641,46279,2,148,46279,19.996000,0
263,192.168.50.8,60651,53456,2,134,53456,16.496000,0
264,35.158.163.158,443,70996,4,264,23665,0.496000,1
265,52.34.248.21,443,23211132,10,600,2579014,16.959999,0
266,192.168.50.8,64358,37371,2,176,37371,4.460000,0
267,192.168.50.6,54802,707217,6,440,141443,48.852001,0
268,192.168.50.9,57940,1508,2,148,1508,0.962000,1
269,192.168.50.8,49687,52316,2,168,52316,26.032000,0
270,192.168.50.8,60847,3749893,16,1250,249992,1.034000,1
271,192.168.50.8,64858,33190,2,154,33190,48.032001,0
272,192.168.50.9,51078,88727,2,148,88727,1.480000,1
273,172.217.0.226,443,799616,24,2080,34765,1.070000,1
274,192.168.50.8,60874,1302,2,132,1302,0.972000,1
275,192.168.50.6,62431,131063,4,336,43687,40.495998,0
276,192.168.50.8,59609,117936912,28,5464,4368033,16.959999,0
277,192.168.50.8,58889,32318,2,138,32318,13.996000,0
278,192.168.50.8,60497,31305,2,150,31305,34.495998,0
279,172.217.10.138,443,101108550,24,7216,4396023,33.995998,0
280,192.168.50.6,54833,46696,2,132,46696,19.996000,0
281,192.168.50.8,55777,38931,2,170,38931,47.532001,0
282,192.168.50.8,60875,1584,2,132,1584,0.913000,1
283,192.168.50.6,62285,145163,4,312,48387,17.996000,0
284,192.168.50.6,54801,11493267,6,440,2298653,25.888000,0
285,192.168.50.8,53461,26282,2,172,26282,0.496000,1
286,23.63.78.40,80,4187278471,161,16558,26170490,23.136000,0
287,192.168.50.6,54868,50521707,26,3304,2020868,16.459999,0
288,173.194.208.109,465,1460349,47,8757,31746,5.424000,0
289,192.168.50.8,49985,39506,2,184,39506,16.959999,0
290,192.168.50.6,56142,4955061,16,1250,330337,1.120000,1
291,192.168.50.6,54831,44734,2,132,44734,32.495998,0
292,192.168.50.8,59601,1484023,24,4076,64522,7.388000,0
293,192.168.50.6,50512,59019,2,166,59019,39.959999,0
294,192.168.50.8,59613,102099817,10,1472,11344424,16.959999,0
295,192.168.50.6,54875,25667958,6,426,5133591,63.459999,0
296,192.168.50.6,54825,81433,2,132,81433,16.959999,0
297,192.168.50.6,61122,42054,2,162,42054,46.995998,0
298,192.168.50.6,56175,136424,18,5232,8024,1.016000,1
299,192.168.50.6,54855,3239330,20,2834,170491,30.459999,0
300,192.168.50.8,60883,10339649,30,3754,356539,0.979000,1
301,192.168.50.6,56167,2057726,26,3698,82309,1.062000,1
302,192.168.50.8,60862,6777824,8,492,968260,1.086000,1
303,192.168.50.6,54849,1905617,28,4050,70578,45.924000,0
304,192.168.50.6,54842,50798,2,132,50798,55.532001,0
305,192.168.50.8,63848,89788,2,166,89788,58.495998,0
306,172.217.2.161,443,3347365648,50,4142,68313584,25.996000,0
307,192.168.50.9,48200,231967,8,682,33138,42.243999,0
308,192.168.50.6,54819,1343432,4,240,447810,65.424004,0
309,192.168.50.8,60887,972685,18,2714,57216,1.016000,1
310,192.168.50.8,56531,38261,2,160,38261,46.495998,0
311,192.168.50.8,60876,5921209,8,492,845887,0.992000,1
312,172.217.2.174,443,2261204804,8,652,323029257,24.496000,0
313,192.168.50.8,59383,131308,2,148,131308,54.495998,0
314,192.168.50.8,60877,5658126,8,492,808303,1.016000,1
315,192.168.50.9,51082,1659,2,148,1659,1.011000,1
316,192.168.50.6,54873,58406,2,132,58406,39.959999,0
317,192.168.50.3,0,8199777995,50,4900,167342408,12.672000,0
318,172.217.2.168,443,3475,2,132,3475,1.167000,1
319,192.168.50.6,54861,76152581,16,1832,5076838,33.495998,0
320,192.168.50.8,64555,87395,2,174,87395,57.495998,0
321,192.168.50.6,54839,21589845,16,2632,1439323,38.995998,0
322,192.168.50.8,56022,25994,2,148,25994,0.960000,1
323,192.168.50.6,56147,5001125,16,1250,333408,0.973000,1
324,192.168.50.6,56122,4725072,16,1250,315004,1.016000,1
325,192.168.50.9,57934,1330,2,148,1330,0.988000,1
326,192.168.50.8,60888,10759826,159,127325,68100,1.078000,1
327,192.168.50.6,54850,1031805,20,2834,54305,23.388000,0
328,192.168.50.6,54835,48990,2,132,48990,16.532000,0
329,192.168.50.8,60867,10885296,36,3044,311008,0.979000,1
330,172.217.6.234,443,4284445191,190,48673,22669022,54.959999,0
331,172.217.9.226,80,4358522168,10,648,484280240,32.459999,0
332,54.243.214.170,443,52459361,37,26928,1457204,48.459999,0
333,192.168.50.8,60859,7468267,26,3144,298730,1.137000,1
334,192.168.50.8,52093,52271,2,172,52271,64.031998,0
335,192.168.50.6,56116,14462814,30,2870,498717,1.050000,1
336,172.16.0.5,17369,1159814,36,5310,33137,27.424000,0
337,192.168.50.8,53345,52976,2,158,52976,58.495998,0
338,192.168.50.8,52983,37983,2,176,37983,58.495998,0
339,192.168.50.8,50492,51722,2,172,51722,16.959999,0
340,192.168.50.8,60926,1437866801,8,688,205409543,22.888000,0
341,172.217.2.98,443,3350008563,48,9464,71276777,63.495998,0
342,192.168.50.8,59612,78783139,18,2418,4634302,34.995998,0
343,192.168.50.6,59219,49364,2,148,49364,38.568001,0
344,172.217.2.174,80,70111,6,1822,14022,1.353000,1
345,192.168.50.6,60614,87683,2,168,87683,54.459999,0
346,192.168.50.6,54808,178414,6,388,35682,54.995998,0
347,192.168.50.6,54876,26338817,30,4707,908235,16.459999,0
348,192.168.50.8,51052,47985,2,168,47985,37.532001,0
349,172.217.9.230,443,4350271382,465,327282,9375584,16.959999,0
350,192.168.50.6,54863,670003,4,252,223334,19.851999,0
