SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,797,7018491,1,275,1002641,314,1
172.16.0.5,842,7020250,1,271,1002892,308,1
172.16.0.5,812,7022967,1,275,1003281,313,1
172.16.0.5,794,7018781,1,266,1002683,303,1
172.16.0.5,1008,7036227,1,266,1005175,303,1
172.16.0.5,905,7041072,1,271,1005867,307,1
172.16.0.5,937,7027543,1,266,1003934,303,1
172.16.0.5,863,7038896,1,266,1005556,302,1
172.16.0.5,819,7023261,1,271,1003323,308,1
172.16.0.5,959,7022036,1,271,1003148,308,1
172.16.0.5,865,7039137,1,266,1005591,302,1
172.16.0.5,900,7045402,1,271,1006486,307,1
172.16.0.5,767,7022858,1,271,1003265,308,1
172.16.0.5,985,7026961,1,266,1003851,303,1
172.16.0.5,868,7039186,1,266,1005598,302,1
172.16.0.5,1009,7036223,1,275,1005174,313,1
172.16.0.5,938,7027462,1,271,1003923,308,1
172.16.0.5,971,7022565,1,271,1003223,308,1
172.16.0.5,1019,4656729,1,271,931345,349,1
172.16.0.5,533,4669740,1,271,933948,348,1
172.16.0.5,515,4657067,1,271,931413,349,1
172.16.0.5,790,7014693,1,275,1002099,314,1
172.16.0.5,758,7010239,1,271,1001462,309,1
172.16.0.5,825,7022562,1,271,1003223,309,1
172.16.0.5,980,7026102,1,271,1003728,308,1
172.16.0.5,951,7022466,1,280,1003209,318,1
172.16.0.5,517,4657055,1,271,931411,349,1
172.16.0.5,908,7032403,1,293,1004629,333,0
172.16.0.5,854,7034412,1,271,1004916,308,1
172.16.0.5,992,7031656,1,280,1004522,318,1
172.16.0.5,941,7027502,1,266,1003928,303,1
172.16.0.5,922,7028363,1,275,1004051,313,1
172.16.0.5,537,4669743,1,265,933948,340,1
172.16.0.5,759,7010382,1,266,1001483,304,1
172.16.0.5,1015,4660818,1,271,932163,348,1
172.16.0.5,839,7020249,1,271,1002892,308,1
172.16.0.5,870,7039320,1,275,1005617,313,1
172.16.0.5,950,7022131,1,257,1003161,293,0
172.16.0.5,899,7045412,1,271,1006487,307,1
172.16.0.5,844,7024588,1,266,1003512,303,1
172.16.0.5,886,7041644,1,271,1005949,307,1
172.16.0.5,986,7026966,1,266,1003852,303,1
172.16.0.5,978,7025951,1,262,1003707,298,1
172.16.0.5,964,7026381,1,275,1003768,313,1
172.16.0.5,1014,4660782,1,271,932156,348,1
172.16.0.5,752,7010374,1,271,1001482,309,1
172.16.0.5,929,7028075,1,271,1004010,308,1
172.16.0.5,903,7041123,1,271,1005874,307,1
172.16.0.5,761,7010532,1,266,1001504,304,1
172.16.0.5,772,7023678,1,271,1003382,308,1
172.16.0.5,896,7041354,1,262,1005907,297,1
172.16.0.5,862,7034410,1,271,1004915,308,1
172.16.0.5,831,7024350,1,271,1003478,308,1
172.16.0.5,956,7022469,1,271,1003209,309,1
172.16.0.5,957,7022038,1,262,1003148,298,1
172.16.0.5,829,7024000,1,266,1003428,303,1
172.16.0.5,873,7038599,0,271,1407719,231,1
172.16.0.5,910,7032100,1,271,1004585,308,1
172.16.0.5,791,7014736,1,266,1002105,304,1
172.16.0.5,907,4652409,1,271,930481,349,1
172.16.0.5,757,7010090,1,271,1001441,309,1
172.16.0.5,769,7023391,1,275,1003341,313,1
172.16.0.5,768,7023007,1,271,1003286,308,1
172.16.0.5,948,7022884,1,262,1003269,298,1
172.16.0.5,953,7022324,1,271,1003189,308,1
172.16.0.5,871,7039136,1,275,1005590,313,1
172.16.0.5,1022,4656787,1,271,931357,349,1
172.16.0.5,781,7019650,1,266,1002807,303,1
172.16.0.5,989,7031579,1,271,1004511,308,1
172.16.0.5,827,7024290,1,298,1003470,339,0
172.16.0.5,954,7022621,1,275,1003231,313,1
172.16.0.5,987,7027326,1,275,1003903,313,1
172.16.0.5,949,7022614,1,262,1003230,298,1
172.16.0.5,814,7022776,1,298,1003253,339,0
172.16.0.5,532,4669553,1,265,933910,340,1
172.16.0.5,930,7032419,1,271,1004631,308,1
172.16.0.5,898,7041362,1,289,1005908,328,0
172.16.0.5,895,7041645,1,284,1005949,323,1
172.16.0.5,935,7032273,1,275,1004610,313,1
172.16.0.5,523,4657072,1,265,931414,341,1
172.16.0.5,952,7022321,1,280,1003188,318,1
172.16.0.5,798,7018434,1,271,1002633,308,1
172.16.0.5,914,7024008,1,271,1003429,308,1
172.16.0.5,787,7015021,1,266,1002145,304,1
172.16.0.5,904,7041119,1,271,1005874,307,1
172.16.0.5,866,7039177,1,271,1005596,308,1
172.16.0.5,799,7018542,1,271,1002648,308,1
172.16.0.5,962,7026376,1,266,1003768,303,1
172.16.0.5,891,7041356,1,271,1005908,307,1
172.16.0.5,516,4657018,1,271,931403,349,1
172.16.0.5,795,7022827,1,284,1003261,324,1
172.16.0.5,897,7041359,1,271,1005908,307,1
172.16.0.5,867,7039035,1,284,1005576,323,1
172.16.0.5,784,7019312,1,275,1002758,313,1
172.16.0.5,977,7026099,1,271,1003728,308,1
172.16.0.5,803,7019117,1,275,1002731,313,1
172.16.0.5,982,7026526,1,271,1003789,308,1
172.16.0.5,850,7028936,1,271,1004133,308,1
172.16.0.5,939,7027771,1,275,1003967,313,1
172.16.0.5,750,7014859,1,280,1002122,319,1
172.16.0.5,760,7010381,1,271,1001483,309,1
172.16.0.5,775,7023955,1,271,1003422,308,1
172.16.0.5,965,7022471,1,271,1003210,308,1
172.16.0.5,756,7010372,1,271,1001481,309,1
172.16.0.5,817,7022677,1,275,1003239,313,1
172.16.0.5,763,7014619,1,275,1002088,314,1
172.16.0.5,858,7034177,1,271,1004882,308,1
172.16.0.5,751,7010378,1,271,1001482,309,1
172.16.0.5,946,7027504,1,266,1003929,303,1
172.16.0.5,988,7027252,1,271,1003893,308,1
172.16.0.5,906,7041112,1,271,1005873,307,1
172.16.0.5,947,7027446,1,271,1003920,308,1
172.16.0.5,961,7026664,1,289,1003809,329,0
172.16.0.5,853,7034464,1,293,1004923,333,0
172.16.0.5,519,4657152,1,265,931430,341,1
172.16.0.5,520,4657499,1,265,931499,341,1
172.16.0.5,805,7023356,1,271,1003336,308,1
172.16.0.5,514,4656888,1,259,931377,333,0
172.16.0.5,776,7024102,1,271,1003443,308,1
172.16.0.5,933,7032403,1,275,1004629,313,1
172.16.0.5,762,7010382,1,262,1001483,298,1
172.16.0.5,879,7038412,1,275,1005487,313,1
