STT,SrcIP,SrcPort,FlowDur(ns),TotalPkts,TotalBytes,MeanIAT(ns),Normal
64,192.168.50.8,55186,42061,2,146,42061,0
65,172.217.10.138,443,109443690,20,6816,5760194,0
66,192.168.50.8,64358,38257,2,176,38257,0
67,192.168.50.8,60884,1363,2,132,1363,1
68,192.168.50.6,54833,45745,2,132,45745,0
69,192.168.50.8,64820,40640,2,146,40640,0
70,172.217.6.234,443,4264474601,173,46712,24793456,0
71,192.168.50.8,59610,69420585,90,12782,780006,0
72,192.168.50.6,59077,41241,2,172,41241,0
73,192.168.50.6,65436,128133,2,146,128133,0
74,192.168.50.8,60858,5302908,24,1440,230561,1
75,192.168.50.9,42742,4252,2,148,4252,1
76,192.168.50.6,62978,177846972,10,702,19760774,0
77,192.168.50.6,56164,3181870,8,492,454552,1
78,192.168.50.6,55346,131637,2,160,131637,0
79,192.168.50.6,54862,30850762,10,1460,3427862,0
80,192.168.50.6,54850,1067790,20,2834,56199,0
81,192.168.50.8,60882,12750239,137,35410,93751,1
82,72.21.91.29,80,4513255291,1182,191576,3821554,0
83,172.217.9.226,80,4331926857,12,768,393811532,0
84,192.168.50.6,56174,346883,22,5352,16518,1
85,192.168.50.8,60887,189225,18,2714,11130,1
86,192.168.50.8,62421,41452,2,174,41452,0
87,192.168.50.8,56022,35424,2,148,35424,0
88,192.168.50.8,60873,11125238,16,1586,741682,1
89,192.168.50.6,56148,1964617,18,1130,115565,1
90,192.168.50.8,59596,17786824,4,252,5928941,0
91,192.168.50.6,56150,7451385,16,1250,496759,1
92,192.168.50.6,54814,23438311,20,2800,1233595,0
93,192.168.50.6,54878,30737488,26,8156,1229499,0
94,192.168.50.8,52762,41550,2,152,41550,0
95,192.168.50.8,49687,50313,2,168,50313,0
96,192.168.50.6,63064,19693802,4,340,6564600,0
97,192.168.50.6,62406,183214,2,142,183214,0
98,192.168.50.8,60944,49341,2,174,49341,0
99,192.168.50.8,61667,41262,2,162,41262,0
100,192.168.50.6,54958,62077,2,142,62077,0
101,192.168.50.6,56154,7552345,50,13935,154129,1
102,192.168.50.6,55847,53062,2,184,53062,0
103,192.168.50.6,54834,50736,2,132,50736,0
104,192.168.50.8,60885,10866249,56,7226,197568,1
105,172.217.11.6,443,4421876619,1062,934886,4167649,0
106,192.168.50.6,54804,651544,6,440,130308,0
107,192.168.50.8,65283,35013,2,160,35013,0
108,192.168.50.9,42676,3378,2,148,3378,1
109,192.168.50.6,52583,89938,2,170,89938,0
110,192.168.50.6,54808,243709,6,388,48741,0
111,192.168.50.8,59593,180712,6,388,36142,0
112,172.16.0.5,52312,311347158,38,2280,8414788,0
113,192.168.50.6,55466,128748,2,170,128748,0
114,192.168.50.6,55836,194121,2,170,194121,0
115,192.168.50.8,64555,95049,2,174,95049,0
116,192.168.50.6,58549,60549,2,178,60549,0
117,192.168.50.8,53186,45612,2,142,45612,0
118,192.168.50.6,54799,3848042101,8,600,549720300,0
119,192.168.50.6,56163,2171773,10,1470,241308,1
120,192.168.50.8,59611,56025286,28,6374,2075010,0
121,192.168.50.6,54838,23464257,16,2522,1564283,0
122,192.168.50.8,60360,39219,2,170,39219,0
123,192.168.50.8,60862,7781708,8,492,1111672,1
124,192.168.50.8,61627,56300,2,134,56300,0
125,192.168.50.6,54843,50144,2,132,50144,0
126,0.0.0.0,68,4674510817,846,289332,5531965,0
127,192.168.50.8,60881,11052628,30,3782,381125,1
128,192.168.50.6,58003,124295,2,170,124295,0
129,192.168.50.8,60855,5785761,20,1514,304513,1
130,192.168.50.6,53815,62771,2,176,62771,0
131,192.168.50.6,54823,42300,2,132,42300,0
132,192.168.50.6,54877,2465801,8,480,352257,0
133,192.168.50.6,63782,132820,2,132,132820,0
134,192.168.50.6,62301,115535,2,168,115535,0
135,192.168.50.9,48200,334928,8,682,47846,0
136,192.168.50.6,54829,44792,2,132,44792,0
137,172.16.0.5,31151,44325359,28,4614,1641679,0
138,192.168.50.6,54884,548017,4,320,182672,0
139,192.168.50.8,60868,6189079,16,1782,412605,1
140,192.168.50.8,59616,26499710,10,1480,2944412,0
141,192.168.50.8,63848,88072,2,166,88072,0
142,192.168.50.6,62858,64377,2,146,64377,0
143,192.168.50.6,54865,31600778,12,770,2872798,0
144,192.168.50.6,54886,3834606,10,600,426067,0
145,192.168.50.6,54852,2264135,6,360,452827,0
146,192.168.50.8,60497,38528,2,150,38528,0
147,192.168.50.9,51082,2838,2,148,2838,1
148,172.217.2.161,443,2589114017,58,9948,45423052,0
149,192.168.50.6,54882,32353109,28,3730,1198263,0
150,192.168.50.8,61001,38203,2,152,38203,0
151,192.168.50.6,51138,138586,2,140,138586,0
152,192.168.50.8,59606,122849331,20,3236,6465754,0
153,159.127.42.82,443,201202,15,10738,14371,1
154,172.217.2.174,443,1527647134,10,3502,169738570,0
155,192.168.50.8,59200,40095,2,170,40095,0
156,192.168.50.8,60890,10642470,52,14012,208675,1
157,192.168.50.6,56123,6318893,16,1250,421259,1
158,192.168.50.8,59604,987982,20,2900,51999,0
159,192.168.50.6,55740,129961050,8,700,18565864,0
160,192.168.50.6,50051,174759,2,146,174759,0
161,192.168.50.9,51072,1497,2,148,1497,1
162,192.168.50.6,56122,6232151,16,1250,415476,1
163,192.168.50.6,54876,832392,4,240,277464,0
164,192.168.50.8,59597,746012683,32,4288,24064925,0
165,192.168.50.6,56155,2075081,16,960,138338,1
166,192.168.50.8,60871,1324,2,132,1324,1
167,192.168.50.6,60614,40917,2,168,40917,0
168,192.168.50.8,59599,88980626,27,6418,3422331,0
169,172.217.1.162,443,2588751714,220,126413,11820784,0
170,192.168.50.8,64858,41239,2,154,41239,0
171,192.168.50.8,51821,39830,2,178,39830,0
172,192.168.50.6,54830,42275,2,132,42275,0
173,192.168.50.6,64457,132738,2,146,132738,0
174,192.168.50.6,58690,123175,2,152,123175,0
175,192.168.50.6,54837,0,1,60,0,1
176,192.168.50.8,60893,8332343,36,12142,238066,1
177,192.168.50.8,59613,105419262,14,1712,8109174,0
178,192.168.50.8,61172,39918,2,148,39918,0
179,34.209.30.112,443,285505,8,580,40786,0
180,192.168.50.8,59598,43508850,8,492,6215550,0
181,192.168.50.6,54855,1369340,10,1808,152148,0
182,192.168.50.8,50492,70460,2,172,70460,0
183,173.194.208.109,465,1877192,47,8757,40808,0
184,192.168.50.6,54800,1996568,6,440,399313,0
185,192.168.50.8,59600,147707816,32,4242,4764768,0
186,192.168.50.6,59349,25232823,2,184,25232823,0
187,192.168.50.8,49985,47550,2,184,47550,0
188,192.168.50.6,56876,119282,2,154,119282,0
189,192.168.50.8,58070,41021,2,146,41021,0
190,172.217.2.170,443,525947,40,11678,13485,1
191,192.168.50.8,60888,11573110,159,127325,73247,1
192,192.168.50.6,54832,121320,2,132,121320,0
193,172.217.3.106,443,4360417273,264,186630,16579533,0
194,192.168.50.6,54881,3181989,8,480,454569,0
195,192.168.50.8,53345,50964,2,158,50964,0
196,192.168.50.6,54871,679165,6,1394,135833,0
197,74.208.236.171,80,4654236835,1047,495487,4449557,0
198,192.168.50.6,61790,61615,2,134,61615,0
199,192.168.50.9,60096,266596,8,682,38085,0
200,192.168.50.6,56118,16265711,24,4042,707204,1
201,23.194.177.32,443,91983377,62,63632,1507924,0
202,172.16.0.5,46769,37416,2,120,37416,0
203,192.168.50.6,54848,54521865,8,492,7788837,0
204,172.217.9.238,80,218392429,4,240,72797476,0
205,192.168.50.8,55876,38887,2,178,38887,0
206,172.217.2.174,80,102381,6,1822,20476,1
207,192.168.50.8,60857,4323589,20,1514,227557,1
208,192.168.50.6,56497,117098,2,140,117098,0
209,192.168.50.8,60847,3968763,16,1250,264584,1
210,192.168.50.8,60713,37960,2,186,37960,0
211,172.217.2.168,443,3190,2,132,3190,1
212,192.168.50.8,62834,69699,2,158,69699,0
213,192.168.50.6,63893,51791,2,148,51791,0
214,192.168.50.6,50362,396990,4,356,132330,0
215,31.13.71.2,443,91997827,14,6712,7076755,0
216,192.168.50.6,54875,875892,8,582,125127,0
217,172.217.2.98,443,2591544870,48,9464,55139252,0
218,192.168.50.6,58734,51950,2,154,51950,0
219,192.168.50.6,53406,52554,2,170,52554,0
220,192.168.50.9,57944,2570,2,148,2570,1
221,192.168.50.8,60886,3957400,20,2536,208284,1
222,192.168.50.8,59608,102117993,83,20159,1245341,0
223,192.168.50.8,59614,133901280,48,7398,2848963,0
224,192.168.50.6,56169,2310022,16,2652,154001,1
225,172.217.0.226,443,2526706,24,2080,109856,1
226,192.168.50.8,62298,44079,2,148,44079,0
227,192.168.50.6,56145,7445882,16,1250,496392,1
228,192.168.50.8,60891,10371277,36,12158,296322,1
229,192.168.50.8,60877,5963618,8,492,851945,1
230,192.168.50.6,54820,345722979,78,13764,4489908,0
231,172.217.9.230,443,4340311232,385,287460,11302893,0
232,172.217.12.162,443,3968874963,707,383252,5621635,0
233,192.168.50.6,62297,62861,2,134,62861,0
234,192.168.50.6,54819,27199461,4,240,9066487,0
235,192.168.50.8,65282,51094,2,160,51094,0
236,192.168.50.8,52807,38932,2,154,38932,0
237,192.168.50.8,60880,11069916,86,18032,130234,1
238,192.168.50.6,54872,273805141,265,56364,1037140,0
239,192.168.50.8,52670,43495,2,154,43495,0
240,192.168.50.8,56770,69010,2,178,69010,0
241,192.168.50.8,60651,51702,2,134,51702,0
242,54.192.53.175,443,544883247,43,12176,12973410,0
243,192.168.50.6,50183,39734,2,158,39734,0
244,192.168.50.6,53166,176244,4,368,58748,0
245,192.168.50.6,53852,125065,2,150,125065,0
246,192.168.50.6,54879,33260231,30,8638,1146904,0
247,192.168.50.6,54835,89656,2,132,89656,0
248,192.168.50.6,54859,23405924,20,2834,1231890,0
249,192.168.50.6,54849,1858861,28,4050,68846,0
250,192.168.50.6,59219,51311,2,148,51311,0
251,192.168.50.9,51074,2680,2,148,2680,1
252,192.168.50.6,54888,846790,14,1566,65137,0
253,192.168.50.6,56149,5023418,16,1250,334894,1
254,192.168.50.6,57622,56512,2,164,56512,0
255,192.168.50.8,61916,51000,2,146,51000,0
256,192.168.50.6,54560,37561,2,120,37561,0
257,192.168.50.6,56143,7314987,16,1250,487665,1
258,192.168.50.6,58119,19603360,4,344,6534453,0
259,192.168.50.8,59843,519979494,26,2408,20799179,0
260,192.168.50.8,60848,5945673,16,1250,396378,1
261,192.168.50.6,54821,77465054,12,1600,7042277,0
262,192.168.50.9,37652,257225,8,682,36746,0
263,52.88.72.192,443,2396453,4,240,798817,0
264,192.168.50.8,57018,37125,2,152,37125,0
265,192.168.50.6,56142,7269157,16,1250,484610,1
266,192.168.50.8,60850,6154225,20,1514,323906,1
267,172.217.12.193,443,3990587506,219,109095,18305447,0
268,192.168.50.6,56144,1542362144,20,1562,81176954,0
269,192.168.50.6,56165,2524852,46,10692,56107,1
270,192.168.50.8,64612,50664,2,146,50664,0
271,52.85.90.206,443,4357979290,865,932974,5043957,0
272,192.168.50.6,54870,55237,2,132,55237,0
273,192.168.50.8,50301,524420449,8,712,74917207,0
274,192.168.50.6,54860,29870500,8,1340,4267214,0
275,192.168.50.6,56725,4195450324,61,66819,69924172,0
276,192.168.50.8,51052,45702,2,168,45702,0
277,192.168.50.6,54853,105297094,94,27586,1132226,0
278,192.168.50.6,54839,23081014,16,2632,1538734,0
279,52.85.89.250,443,58248927,84,49282,701794,0
280,52.28.108.167,443,3653202,8,528,521886,0
281,172.217.10.66,443,380702511,56,16708,6921863,0
282,192.168.50.6,54845,387494,4,252,129164,0
283,192.168.50.9,51078,1566,2,148,1566,1
284,192.168.50.8,60849,4740208,20,1514,249484,1
285,192.168.50.8,59605,121652940,20,2960,6402786,0
286,192.168.50.8,55951,39263,2,158,39263,0
287,192.168.50.8,60853,2357723,26,1610,94308,1
288,192.168.50.8,54224,98923,2,176,98923,0
289,192.168.50.9,57658,987117,8,682,141016,0
290,52.39.131.77,443,506723614,30,8260,17473228,0
291,192.168.50.8,59645,19210925,6,600,3842185,0
292,192.168.50.8,59615,1248934,14,3774,96071,0
293,192.168.50.8,53684,43698,2,148,43698,0
294,192.168.50.6,56162,2241093,20,2718,117952,1
295,192.168.50.8,60883,11481135,30,3754,395901,1
296,192.168.50.6,52929,94888,2,174,94888,0
297,192.168.50.8,59145,37793,2,152,37793,0
298,172.217.10.226,443,3847573738,481,251923,8015778,0
299,192.168.50.6,54805,166991,4,240,55663,0
300,192.168.50.8,55174,47253,2,162,47253,0
301,192.168.50.6,54889,342617,4,252,114205,0
302,192.168.50.6,60391,127749,2,162,127749,0
303,192.168.50.8,50816,128409,2,148,128409,0
304,192.168.50.8,55777,54351,2,170,54351,0
305,192.168.50.8,60863,12617765,44,5140,293436,1
306,192.168.50.8,55292,39768,2,168,39768,0
307,192.168.50.6,54851,54550244,10,1460,6061138,0
308,192.168.50.8,60845,4143458,20,1514,218076,1
309,192.168.50.8,64360,1312615246,4,318,437538415,0
310,93.184.216.180,443,232557,6,444,46511,0
311,192.168.50.8,52621,21871354,2,168,21871354,0
312,192.168.50.8,49641,43632,2,148,43632,0
313,192.168.50.8,60876,6985203,8,492,997886,1
314,192.168.50.6,63587,65022,2,164,65022,0
315,172.217.2.166,443,1527710566,75,23504,20644737,0
316,172.217.10.226,80,42544859,8,1276,6077837,0
317,192.168.50.4,38306,28197766,30,4976,972336,0
318,192.168.50.6,61122,45406,2,162,45406,0
319,192.168.50.8,55151,45353,2,146,45353,0
320,192.168.50.8,60854,5863237,20,1514,308591,1
321,192.168.50.8,60859,6909950,26,3144,276398,1
322,192.168.50.9,48208,266451,8,682,38064,0
323,192.168.50.8,62338,42419,2,174,42419,0
324,192.168.50.8,59635,39496011,50,9624,806041,0
325,192.168.50.8,60874,1624,2,132,1624,1
326,192.168.50.6,54825,43707,2,132,43707,0
327,192.168.50.8,60872,9486449,18,1718,558026,1
328,192.168.50.8,58785,39897,2,160,39897,0
329,192.168.50.4,51560,2009538,18,1398,118208,1
330,192.168.50.8,53461,35853,2,172,35853,0
331,192.168.50.6,62514,52691,2,148,52691,0
332,192.168.50.8,53546,111838,4,316,37279,0
333,192.168.50.6,56173,257680,20,5314,13562,1
334,192.168.50.6,54873,56441,2,132,56441,0
335,192.168.50.8,53017,49680,2,166,49680,0
336,192.168.50.6,54916,1091677,6,1394,218335,0
337,192.168.50.6,54802,1030188,6,440,206037,0
338,54.243.214.170,443,29156141,19,11246,1619785,0
339,192.168.50.8,60864,12774305,42,5180,311568,1
340,173.194.204.109,465,3929085561,154,31728,25680297,0
341,192.168.50.8,58889,39573,2,138,39573,0
342,192.168.50.6,62005,65285,2,140,65285,0
343,192.168.50.6,56166,3411064,28,3816,126335,1
344,192.168.50.6,56371,55768,2,146,55768,0
345,192.168.50.6,57745,111521,2,134,111521,0
346,192.168.50.8,60409,49397,2,176,49397,0
347,192.168.50.8,59609,129342812,30,5622,4460096,0
348,192.168.50.8,59607,99348449,30,5674,3425808,0
349,192.168.50.8,53808,99486,2,176,99486,0
350,172.217.2.164,443,1553363071,101,18739,15533630,0
351,192.168.50.8,53267,38134,2,186,38134,0
352,192.168.50.8,56531,50860,2,160,50860,0
353,192.168.50.8,55657,37570,2,166,37570,0
354,192.168.50.6,54869,56080504,16,1170,3738700,0
355,192.168.50.9,57940,2123,2,148,2123,1
356,172.217.12.206,80,4295000220,288,48014,14965157,0
357,192.168.50.6,56815,130971,2,150,130971,0
358,192.168.50.6,60512,41710,2,152,41710,0
359,192.168.50.9,57932,1868,2,148,1868,1
360,192.168.50.6,54836,23119600,8,1106,3302800,0
361,192.168.50.6,56125,5787782,16,1250,385852,1
362,192.168.50.6,54858,441923,4,320,147307,0
363,192.168.50.6,58704,63985909,10,804,7109545,0
364,192.168.50.4,22,339321932,342,67094,995078,0
365,192.168.50.6,54844,75583982,8,492,10797711,0
366,192.168.50.6,56066,93697,2,184,93697,0
367,192.168.50.6,54909,356218,4,252,118739,0
368,192.168.50.6,54867,185288,4,320,61762,0
369,192.168.50.6,54815,105045624,18,1674,6179154,0
370,192.168.50.6,54856,83724,2,132,83724,0
371,192.168.50.6,54803,575329837,8,586,82189976,0
372,192.168.50.8,54056,38897,2,172,38897,0
373,192.168.50.6,56175,208717,18,5232,12277,1
374,192.168.50.6,54824,82136,2,132,82136,0
375,72.167.239.239,80,4390976202,167,66617,26451663,0
376,23.194.108.29,443,195030,6,458,39006,0
377,192.168.50.8,60875,2156,2,132,2156,1
378,192.168.50.6,54868,29134253,22,3014,1387345,0
379,192.168.50.6,63408,1247875345,8,632,178267906,0
380,192.168.50.6,54857,24604171,20,2834,1294956,0
381,192.168.50.9,46826,494825,12,888,44984,0
382,192.168.50.6,49752,57133,2,172,57133,0
383,192.168.50.6,50158,40225,2,170,40225,0
384,192.168.50.6,56159,8192832,42,5738,199825,1
385,172.16.0.5,17369,1645466,36,5310,47013,0
386,192.168.50.6,56167,3403131,26,3698,136125,1
387,192.168.50.6,54842,88435,2,132,88435,0
388,192.168.50.8,60894,1683197,14,2014,129476,1
389,23.63.78.40,80,4181024659,140,14416,30079314,0
390,151.101.2.2,443,2840,2,148,2840,1
391,192.168.50.6,54822,4369049680,30,2752,150656885,0
392,192.168.50.6,62285,180539,4,312,60179,0
393,35.158.163.158,443,104764,4,264,34921,0
394,192.168.50.8,59601,19064497,24,4076,828891,0
395,192.168.50.8,60860,144790,14,2512,11137,1
396,192.168.50.8,60867,12753436,36,3044,364383,1
397,192.168.50.3,0,7776465502,24,2352,338107195,0
398,192.168.50.6,54899,61225,2,132,61225,0
399,192.168.50.6,54854,1367544,8,1514,195363,0
400,192.168.50.8,60878,5640125,8,492,805732,1
