STT,SrcIP,SrcPort,FlowDur(ns),TotalPkts,TotalBytes,MeanIAT(ns),lof_score,Normal
77,192.168.50.9,57658,614912,8,682,87844,43.459999,0
78,192.168.50.6,56066,89789,2,184,89789,64.031998,0
79,192.168.50.8,59595,48450352,16,1788,3230023,4.424000,0
80,93.184.216.180,443,151658,6,444,30331,23.888000,0
81,192.168.50.6,56173,1354676,20,5314,71298,0.986000,1
82,192.168.50.8,55777,58684,2,170,58684,50.995998,0
83,192.168.50.6,56371,51186,2,146,51186,10.532000,0
84,172.217.2.168,443,28170,2,132,28170,2.019000,1
85,192.168.50.6,54895,63778,2,132,63778,8.032000,0
86,172.16.0.5,46769,44357,2,120,44357,42.316002,0
87,192.168.50.8,65142,67085,2,160,67085,50.032001,0
88,192.168.50.8,49687,52745,2,168,52745,39.495998,0
89,192.168.50.8,56022,29394,2,148,29394,34.388000,0
90,192.168.50.8,61172,56200,2,148,56200,64.031998,0
91,192.168.50.8,59606,109737843,16,2996,7315856,33.459999,0
92,192.168.50.8,59616,816719,10,1492,90746,16.459999,0
93,192.168.50.8,49641,50858,2,148,50858,7.496000,0
94,192.168.50.8,60855,4587545,20,1514,241449,0.986000,1
95,192.168.50.6,56125,4654398,16,1250,310293,1.047000,1
96,192.168.50.8,60848,4137346,16,1250,275823,0.994000,1
97,192.168.50.6,62301,98233,2,168,98233,16.959999,0
98,192.168.50.6,54845,390177,4,252,130059,16.459999,0
99,172.16.0.5,17369,1043425,36,5310,29812,13.388000,0
100,192.168.50.8,60215,57773,2,170,57773,3.568000,0
101,192.168.50.8,65049,172416151,8,600,24630878,6.924000,0
102,192.168.50.8,59644,24358222,16,1844,1623881,24.496000,0
103,192.168.50.6,56123,5335057,16,1250,355670,1.000000,1
104,192.168.50.9,57944,2213,2,148,2213,1.490000,1
105,192.168.50.8,53267,57692,2,186,57692,38.995998,0
106,192.168.50.8,62527,66212,2,160,66212,4.496000,0
107,172.217.10.226,443,3872205661,434,251584,8942738,16.959999,0
108,192.168.50.6,56159,5805626,42,5738,141600,1.004000,1
109,172.217.1.162,443,2875444475,202,84356,14305693,25.996000,0
110,192.168.50.8,52807,60506,2,154,60506,21.496000,0
111,192.168.50.6,54913,2094769,14,2442,161136,57.459999,0
112,192.168.50.6,54882,1318926,6,360,263785,2.460000,0
113,192.168.50.6,54804,415381,6,440,83076,52.388000,0
114,192.168.50.8,60846,3894368,20,1514,204966,0.999000,1
115,172.217.9.230,443,4350400921,463,401005,9416452,51.995998,0
116,192.168.50.6,54852,30425972,14,2560,2340459,63.459999,0
117,192.168.50.9,48208,161019,8,682,23002,37.995998,0
118,192.168.50.6,54801,4021179,6,440,804235,3.280000,0
119,192.168.50.8,62632,67616,2,186,67616,7.496000,0
120,192.168.50.8,59145,60275,2,152,60275,13.496000,0
121,192.168.50.8,60888,10673906,159,127325,67556,1.013000,1
122,192.168.50.8,52859,51062,2,146,51062,19.996000,0
123,192.168.50.6,60512,26592,2,152,26592,47.888000,0
124,192.168.50.8,59599,83621322,26,6358,3344852,31.996000,0
125,192.168.50.6,54823,62846,2,132,62846,55.495998,0
126,192.168.50.8,58070,57990,2,146,57990,6.532000,0
127,52.28.108.167,443,1642614,8,528,234659,17.888000,0
128,192.168.50.6,56174,1208329,22,5352,57539,1.025000,1
129,192.168.50.6,54879,2877118,8,480,411016,22.424000,0
130,192.168.50.8,61667,58330,2,162,58330,43.532001,0
131,192.168.50.8,60869,1786,2,132,1786,1.182000,1
132,192.168.50.8,60713,50049,2,186,50049,5.496000,0
133,192.168.50.8,50816,22575947,2,148,22575947,19.424000,0
134,172.217.9.226,443,4380412819,1003,603147,4371669,48.995998,0
135,192.168.50.8,53546,165066832,8,628,23580976,48.172001,0
136,192.168.50.8,57018,59624,2,152,59624,21.496000,0
137,192.168.50.8,50492,97114,2,172,97114,6.888000,0
138,192.168.50.8,59593,281230,6,388,56246,41.248001,0
139,192.168.50.8,60854,4657616,20,1514,245137,0.986000,1
140,192.168.50.6,52929,88834,2,174,88834,44.995998,0
141,192.168.50.6,63893,50547,2,148,50547,50.995998,0
142,192.168.50.8,60926,1439147962,8,688,205592566,25.888000,0
143,159.127.42.82,443,183071,15,10738,13076,0.994000,1
144,192.168.50.8,60870,1515,2,132,1515,0.884000,1
145,192.168.50.8,59611,563353,6,1394,112670,2.460000,0
146,192.168.50.6,54825,51225,2,132,51225,60.532001,0
147,192.168.50.6,65408,56319,2,184,56319,50.032001,0
148,192.168.50.6,56166,2619669,28,3816,97024,1.022000,1
149,192.168.50.8,53345,54050,2,158,54050,8.032000,0
150,192.168.50.6,55847,58282,2,184,58282,33.032001,0
151,172.217.2.166,443,1810514745,51,4878,36210294,54.959999,0
152,192.168.50.6,54833,50737,2,132,50737,23.496000,0
153,192.168.50.6,50183,56326,2,158,56326,6.532000,0
154,54.192.55.39,443,71589,4,264,23863,25.532000,0
155,192.168.50.6,50362,556454,4,356,185484,30.959999,0
156,192.168.50.9,42742,2557,2,148,2557,0.978000,1
157,192.168.50.6,52308,112713,2,154,112713,0.496000,1
158,192.168.50.8,52670,60629,2,154,60629,38.032001,0
159,192.168.50.9,48200,224423,8,682,32060,57.708000,0
160,72.21.91.29,80,4481556731,1205,190750,3722223,47.495998,0
161,192.168.50.8,50301,516228930,8,712,73746990,54.959999,0
162,192.168.50.6,56164,1973243,8,492,281891,1.092000,1
163,192.168.50.8,59648,24484440,40,9588,627806,1.960000,0
164,192.168.50.6,54916,26899969,12,930,2445451,1.960000,0
165,192.168.50.6,54881,2476269,16,4896,165084,58.459999,0
166,74.208.236.171,80,4662615174,1026,489378,4548892,33.495998,0
167,172.217.2.164,443,1839808434,59,9345,31720835,16.959999,0
168,192.168.50.9,37312,4682077055,126,15570,37456616,16.959999,0
169,192.168.50.6,54858,1085614,10,1808,120623,34.388000,0
170,192.168.50.8,64535,50784,2,174,50784,38.995998,0
171,192.168.50.8,54503,51380,2,138,51380,57.032001,0
172,192.168.50.6,54820,333049288,66,12870,5123835,17.496000,0
173,192.168.50.8,59650,22504406,14,1720,1731108,53.495998,0
174,192.168.50.8,60880,11434730,86,18032,134526,1.052000,1
175,192.168.50.8,60882,11143737,137,35410,81939,1.019000,1
176,192.168.50.8,58785,63676,2,160,63676,40.495998,0
177,192.168.50.8,59600,24052990,24,3632,1045782,0.460000,1
178,192.168.50.8,62298,52308,2,148,52308,2.496000,0
179,192.168.50.6,54919,1672255,9,1661,209031,30.959999,0
180,192.168.50.8,55292,55932,2,168,55932,64.031998,0
181,192.168.50.8,55151,61907,2,146,61907,21.496000,0
182,192.168.50.6,54842,85263,2,132,85263,29.459999,0
183,192.168.50.6,54830,50107,2,132,50107,5.996000,0
184,192.168.50.6,54840,54667,2,132,54667,50.995998,0
185,192.168.50.9,51074,1370,2,148,1370,1.237000,1
186,172.217.12.206,80,4314189534,289,52274,14979824,3.460000,0
187,23.194.108.16,443,288418416,85,36234,3433552,34.459999,0
188,192.168.50.8,62834,64186,2,158,64186,26.924000,0
189,192.168.50.8,60864,12220061,42,5180,298050,1.016000,1
190,192.168.50.8,64358,51032,2,176,51032,43.532001,0
191,0.0.0.0,68,4674733468,711,243162,6584131,50.495998,0
192,192.168.50.8,53808,110748,2,176,110748,30.496000,0
193,192.168.50.6,54808,164748,6,388,32949,56.959999,0
194,192.168.50.8,60850,4628639,20,1514,243612,1.027000,1
195,192.168.50.8,53186,53137,2,142,53137,5.460000,0
196,192.168.50.6,56142,4630721,16,1250,308714,1.032000,1
197,172.16.0.5,53654,195326,4,240,65108,16.459999,0
198,192.168.50.8,55876,51908,2,178,51908,37.495998,0
199,192.168.50.8,59596,879074,4,252,293024,25.816000,0
200,192.168.50.6,54802,14360415,6,440,2872083,47.924000,0
201,192.168.50.9,41488,417594,12,882,37963,13.888000,0
202,192.168.50.6,54872,261024412,350,58924,747920,50.959999,0
203,192.168.50.6,54857,24401130,20,2834,1284270,36.495998,0
204,192.168.50.6,54861,51366243,12,1592,4669658,33.459999,0
205,192.168.50.6,56169,1890752,16,2652,126050,1.021000,1
206,192.168.50.6,54880,26611229,10,3244,2956803,16.959999,0
207,192.168.50.6,56147,5539189,16,1250,369279,0.989000,1
208,192.168.50.8,60895,7871535,84,29134,94837,1.030000,1
209,192.168.50.8,61859,60257,2,168,60257,29.532000,0
210,192.168.50.6,52583,107562,2,170,107562,27.996000,0
211,54.243.214.170,443,27836323,19,11246,1546462,16.459999,0
212,192.168.50.6,56162,859435,20,2718,45233,1.028000,1
213,172.217.2.161,443,2875874537,52,10094,56389696,44.995998,0
214,192.168.50.8,55186,58892,2,146,58892,4.496000,0
215,192.168.50.6,56156,5725308,16,1194,381687,1.008000,1
216,192.168.50.8,60824,11868898,34,2862,359663,1.023000,1
217,192.168.50.8,59843,520695436,20,1480,27405022,29.672001,0
218,192.168.50.8,60886,4093464,20,2536,215445,1.015000,1
219,192.168.50.6,52188,3930672172,4,342,1310224057,64.424004,0
220,192.168.50.8,59610,82622720,85,12012,983603,35.495998,0
221,192.168.50.8,52093,99438,2,172,99438,46.959999,0
222,192.168.50.8,60887,959775,18,2714,56457,0.970000,1
223,192.168.50.6,54818,3975296928,12,1558,361390629,31.424000,0
224,192.168.50.8,59598,57673739,8,492,8239105,0.924000,1
225,192.168.50.9,60096,179412,8,682,25630,13.996000,0
226,192.168.50.8,60878,5405969,8,492,772281,1.001000,1
227,192.168.50.8,59643,36554893,31,4188,1218496,47.459999,0
228,192.168.50.9,57932,1563,2,148,1563,1.074000,1
229,172.217.10.228,443,1603094,19,6234,89060,2.960000,0
230,192.168.50.6,50158,56918,2,170,56918,41.495998,0
231,192.168.50.8,60858,3482175,24,1440,151398,1.039000,1
232,172.217.12.193,443,4002319330,194,81076,20737405,32.248001,0
233,192.168.50.6,53900,63181,2,146,63181,25.532000,0
234,172.217.6.225,443,4492563228,79,25684,57596964,34.459999,0
235,192.168.50.6,58003,101776,2,170,101776,45.032001,0
236,192.168.50.9,46826,407375,12,888,37034,27.496000,0
237,192.168.50.8,52983,66305,2,176,66305,12.496000,0
238,192.168.50.6,56122,4404527,16,1250,293635,1.007000,1
239,31.13.71.2,443,50715607,21,7872,2535780,16.959999,0
240,192.168.50.6,56876,108310,2,154,108310,16.959999,0
241,192.168.50.6,58734,50822,2,154,50822,18.032000,0
242,172.217.2.98,443,2879726817,48,9464,61270783,46.495998,0
243,192.168.50.8,62338,59084,2,174,59084,13.996000,0
244,192.168.50.6,54892,310665,6,1394,62133,34.636002,0
245,192.168.50.4,60016,34848832,72,4974,490828,47.959999,0
246,23.192.125.11,80,4428358719,230,37610,19337811,16.459999,0
247,54.192.53.175,443,554248177,39,11912,14585478,16.959999,0
248,52.88.72.192,443,57841,2,120,57841,50.032001,0
249,192.168.50.8,52624,66530,2,144,66530,10.996000,0
250,192.168.50.8,59613,109416294,16,1832,7294419,33.459999,0
251,192.168.50.6,55346,160231,2,160,160231,54.495998,0
252,192.168.50.6,54871,1042041,10,1026,115782,43.959999,0
253,52.34.248.21,443,76772832,37,2739,2132578,0.460000,1
254,192.168.50.6,54886,2697743,9,7205,337217,13.888000,0
255,52.85.90.206,443,4370729785,677,682458,6465576,8.496000,0
256,192.168.50.8,54224,104001,2,176,104001,48.032001,0
257,192.168.50.6,62014,55858,2,214,55858,45.532001,0
258,192.168.50.6,54824,135911,2,132,135911,29.496000,0
259,192.168.50.8,60884,1553,2,132,1553,1.085000,1
260,172.217.3.106,443,4367011239,230,156560,19069918,0.460000,1
261,192.168.50.6,54878,2766146,6,360,553229,27.888000,0
262,192.168.50.8,60781,16337036,12,1010,1485185,1.097000,1
263,192.168.50.6,54876,809093,4,240,269697,51.424000,0
264,192.168.50.6,54826,49690,2,132,49690,28.496000,0
265,192.168.50.9,51078,2770,2,148,2770,1.341000,1
266,192.168.50.6,57821,55345,2,148,55345,37.459999,0
267,35.158.163.158,443,68016,4,264,22672,25.532000,0
268,192.168.50.6,58222,56474,2,176,56474,24.496000,0
269,192.168.50.8,60849,3655630,20,1514,192401,1.006000,1
270,52.85.89.250,443,24429176,54,33588,460927,51.995998,0
271,172.217.2.174,80,179710,6,1822,35942,1.048000,1
272,172.217.9.234,443,4327951734,243,74823,17884098,0.460000,1
273,192.168.50.6,53166,177196,4,368,59065,32.495998,0
274,192.168.50.6,63064,24323601,4,340,8107867,16.959999,0
275,192.168.50.8,60857,4174795,20,1514,219726,1.003000,1
276,192.168.50.8,55951,74958,2,158,74958,3.852000,0
277,192.168.50.6,56149,4832237,16,1250,322149,1.017000,1
278,192.168.50.6,61997,119953,2,146,119953,16.459999,0
279,172.217.10.67,443,4204701010,176,74542,24026862,46.495998,0
280,192.168.50.6,58119,24212923,4,344,8070974,0.460000,1
281,192.168.50.8,60892,7203790,36,3052,205822,1.084000,1
282,192.168.50.6,54803,585632526,8,586,83661789,51.424000,0
283,172.16.0.5,41077,352934802,28,1680,13071659,34.459999,0
284,192.168.50.8,60875,1787,2,132,1787,1.180000,1
285,192.168.50.6,54822,80446819,14,1720,6188216,17.496000,0
286,192.168.50.8,51052,52460,2,168,52460,59.995998,0
287,23.63.78.40,80,4174975002,138,14256,30474270,54.959999,0
288,192.0.73.2,80,3713166110,47,11058,80721002,61.136002,0
289,192.168.50.6,54860,25836705,4,252,8612235,32.959999,0
290,192.168.50.8,60931,4207516676,145,24071,29218865,44.495998,0
291,192.168.50.6,54851,31158749,16,3540,2077249,32.459999,0
292,192.168.50.9,51082,1270,2,148,1270,1.237000,1
293,192.168.50.8,60871,1877,2,132,1877,0.979000,1
294,192.168.50.6,54877,1094098,8,530,156299,56.888000,0
295,192.168.50.6,54835,88999,2,132,88999,23.032000,0
296,192.168.50.9,37652,186051,8,682,26578,57.708000,0
297,192.168.50.8,60876,5470112,8,492,781444,0.999000,1
298,192.168.50.8,59601,18324265,24,4076,796707,16.459999,0
299,54.187.144.104,443,1294445,18,7576,76143,42.459999,0
300,192.168.50.8,60883,10188549,30,3754,351329,0.977000,1
301,192.168.50.6,54821,78139770,12,1600,7103615,17.496000,0
302,192.168.50.6,62431,169946,4,336,56648,17.996000,0
303,173.194.208.109,465,1885412,47,8757,40987,43.959999,0
304,192.168.50.6,54359,22279027,2,148,22279027,16.959999,0
305,192.168.50.8,60360,52391,2,170,52391,29.459999,0
306,192.168.50.8,60852,4286234,16,1250,285748,1.022000,1
307,192.168.50.6,54839,23358098,16,2632,1557206,0.960000,1
308,192.168.50.8,60885,10176081,56,7226,185019,1.007000,1
309,192.168.50.8,51821,50443,2,178,50443,4.996000,0
310,192.168.50.6,54805,112084,4,240,37361,51.495998,0
311,192.168.50.8,60881,10877568,30,3782,375088,1.022000,1
312,192.168.50.8,59637,21287214,20,5584,1120379,16.459999,0
313,192.168.50.6,53406,52114,2,170,52114,7.996000,0
314,192.168.50.4,22,330793869,294,73186,1128989,16.959999,0
315,192.168.50.8,60847,3827064,16,1250,255137,1.048000,1
316,192.168.50.6,56385,505911,6,438,101182,38.995998,0
317,192.168.50.6,56116,14048612,30,2870,484434,1.019000,1
318,192.168.50.8,60497,51084,2,150,51084,57.032001,0
319,172.217.197.154,443,4663049108,97,26878,48573428,16.959999,0
320,192.168.50.8,60867,10946441,36,3044,312755,0.978000,1
321,192.168.50.6,54836,22334037,8,1106,3190576,50.959999,0
322,192.168.50.8,51666,62040,2,178,62040,64.531998,0
323,192.168.50.8,59629,24738852,8,480,3534121,16.459999,0
324,192.168.50.6,65011,63653,2,142,63653,28.532000,0
325,192.168.50.8,49985,54051,2,184,54051,59.495998,0
326,192.168.50.6,59889,56548,2,150,56548,32.032001,0
327,192.168.50.6,54854,1316652,8,1514,188093,30.459999,0
328,192.168.50.8,53461,49440,2,172,49440,0.496000,1
329,192.168.50.8,60889,9845906,56,9998,179016,0.999000,1
330,192.168.50.6,54865,30194054,22,8143,1437812,36.495998,0
331,192.168.50.6,54819,53081360,8,480,7583051,16.959999,0
332,192.168.50.8,60868,6395614,16,1782,426374,1.168000,1
333,192.168.50.8,59615,1256531,14,3774,96656,16.959999,0
334,192.168.50.8,60860,1274488,14,2512,98037,1.013000,1
335,192.168.50.6,51314,95334,2,152,95334,39.032001,0
336,192.168.50.6,49752,55156,2,172,55156,59.995998,0
337,192.168.50.8,58889,56194,2,138,56194,48.032001,0
338,192.168.50.6,61026,25277742,2,150,25277742,16.959999,0
339,172.16.0.5,30500,25456904,18,2204,1497464,62.032001,0
340,192.168.50.8,60874,1492,2,132,1492,1.083000,1
341,192.168.50.8,59608,109293429,85,20317,1301112,48.995998,0
342,192.168.50.8,59594,19329763,38,4902,522426,1.460000,0
343,192.168.50.9,57940,1490,2,148,1490,0.975000,1
344,192.168.50.8,59642,3091185,20,5382,162693,29.459999,0
345,192.168.50.6,56155,1819973,16,960,121331,1.021000,1
346,192.168.50.8,60873,8256194,16,1586,550412,1.019000,1
347,192.168.50.6,64457,130523,2,146,130523,30.459999,0
348,192.168.50.6,60391,153301,2,162,153301,30.459999,0
349,172.217.3.100,443,4572877020,218,74885,21073165,16.959999,0
350,192.168.50.4,51560,2752614,18,1398,161918,1.007000,1
351,192.168.50.6,54815,108351224,12,1314,9850111,16.959999,0
352,192.168.50.8,53017,53072,2,166,53072,50.995998,0
353,192.168.50.6,57346,50904,2,154,50904,18.032000,0
354,192.168.50.9,51072,1889,2,148,1889,1.042000,1
355,192.168.50.6,54862,30583571,14,1712,2352582,16.959999,0
356,192.168.50.6,54832,104347,2,132,104347,16.959999,0
357,192.168.50.6,54844,76128153,8,492,10875450,64.496002,0
358,192.168.50.9,55330,2572,2,148,2572,1.045000,1
359,192.168.50.8,54056,52173,2,172,52173,36.995998,0
360,172.217.10.138,443,1608647,18,6696,94626,16.459999,0
361,192.168.50.6,59077,57710,2,172,57710,50.068001,0
362,192.168.50.8,59597,156644887,30,4086,5401547,1.712000,0
363,192.168.50.6,60667,55999,2,148,55999,41.532001,0
364,192.168.50.6,56118,15138428,24,4042,658192,1.096000,1
365,192.168.50.8,60856,4730992,20,1514,248999,1.035000,1
366,192.168.50.6,56143,5521719,16,1250,368114,1.002000,1
367,192.168.50.8,59383,22574746,2,148,22574746,50.959999,0
368,192.168.50.8,60894,1370977,14,2014,105459,1.013000,1
369,192.168.50.8,60859,6937183,26,3144,277487,1.091000,1
370,172.217.12.162,443,3969891619,692,371997,5745139,20.708000,0
371,192.168.50.6,54885,27230054,13,780,2269171,1.460000,0
372,192.168.50.8,64820,53916,2,146,53916,16.459999,0
373,192.168.50.8,56051,56330,2,166,56330,13.996000,0
374,172.217.9.238,80,212910266,8,1890,30415752,16.959999,0
375,192.168.50.6,54856,91344,2,132,91344,16.459999,0
376,192.168.50.8,60409,52419,2,176,52419,16.996000,0
377,192.168.50.6,54848,52892707,8,492,7556101,33.459999,0
378,192.168.50.8,62421,67562,2,174,67562,52.495998,0
379,192.168.50.6,62514,51601,2,148,51601,47.959999,0
380,192.168.50.6,54850,1147403,20,2834,60389,27.924000,0
381,192.168.50.6,55971,459540,4,320,153180,53.495998,0
382,172.217.2.170,443,630373,40,11678,16163,1.043000,1
383,192.168.50.6,56175,337303,18,5232,19841,1.120000,1
384,192.168.50.8,60484,56463,2,158,56463,50.032001,0
385,192.168.50.8,60863,12308224,44,5140,286237,1.016000,1
386,192.168.50.6,56144,1832081232,20,1562,96425328,54.959999,0
387,172.16.0.5,49463,24841771,4,240,8280590,16.959999,0
388,172.217.9.226,80,4344284299,12,768,394934936,32.459999,0
389,192.168.50.6,56165,2716902,46,10692,60375,1.048000,1
390,172.217.10.226,80,27298831,16,2540,1819922,16.959999,0
391,172.217.2.174,443,1799562311,25,6762,74981762,16.959999,0
392,192.168.50.6,54853,77669485,90,27266,872690,49.995998,0
393,192.168.50.8,62093,69147,2,174,69147,32.495998,0
394,192.168.50.6,59219,50296,2,148,50296,18.032000,0
395,172.16.0.5,41860,273591504,14,840,21045500,6.924000,0
396,192.168.50.9,57934,1894,2,148,1894,0.979000,1
397,192.168.50.6,54855,1324216,10,1808,147135,56.959999,0
398,192.168.50.8,59609,1347232,22,5012,64153,1.924000,0
399,192.168.50.6,54834,49853,2,132,49853,5.960000,0
400,192.168.50.6,54829,51897,2,132,51897,29.996000,0
