STT,SrcIP,SrcPort,FlowDur(ns),TotalPkts,TotalBytes,MeanIAT(ns),Normal
63,192.168.50.8,60892,7038488,36,3052,201099,1
64,192.168.50.8,60890,9330873,52,14012,182958,1
65,192.168.50.8,60878,4321702,8,492,617386,1
66,192.168.50.6,56123,5888868,16,1250,392591,1
67,192.168.50.4,22,317690692,626,135090,508305,0
68,173.194.208.109,465,2293080,47,8757,49849,0
69,192.168.50.8,52093,75658,2,172,75658,0
70,192.168.50.6,54844,18192782,4,252,6064260,0
71,172.217.2.170,443,618259,40,11678,15852,1
72,192.168.50.9,41488,701723,12,882,63793,0
73,192.168.50.8,64358,56791,2,176,56791,0
74,192.168.50.8,65283,36810,2,160,36810,0
75,192.168.50.8,60852,5740096,16,1250,382673,1
76,192.168.50.9,48200,364493,8,682,52070,0
77,192.168.50.8,59600,98954573,30,4084,3412226,0
78,192.168.50.8,59596,20075261,4,252,6691753,0
79,192.168.50.8,60894,978968,14,2014,75305,1
80,192.168.50.9,37652,280015,8,682,40002,0
81,192.168.50.8,52983,50106,2,176,50106,0
82,192.168.50.6,54823,55270,2,132,55270,0
83,172.217.3.100,443,4589383056,196,67391,23535297,0
84,192.168.50.6,54799,3835905551,8,600,547986507,0
85,192.168.50.8,55151,57899,2,146,57899,0
86,192.168.50.6,56116,12928549,30,2870,445812,1
87,192.168.50.8,50816,164568,2,148,164568,0
88,192.168.50.6,54803,575473894,8,586,82210556,0
89,192.168.50.6,63064,23452978,4,340,7817659,0
90,192.168.50.8,54056,49804,2,172,49804,0
91,192.168.50.6,50158,52745,2,170,52745,0
92,192.168.50.8,60847,3900992,16,1250,260066,1
93,159.127.42.82,443,183837,15,10738,13131,1
94,192.168.50.8,59606,93969914,26,3646,3758796,0
95,172.16.0.5,41077,327255720,36,2160,9350163,0
96,192.168.50.8,64820,49522,2,146,49522,0
97,192.168.50.8,59598,53467866,8,492,7638266,0
98,192.168.50.6,56173,1458091,20,5314,76741,1
99,192.168.50.8,59610,91977986,92,12982,1010747,0
100,192.168.50.9,55330,2632,2,148,2632,1
101,192.168.50.6,56166,2655839,28,3816,98364,1
102,192.168.50.8,60824,11463288,34,2862,347372,1
103,192.168.50.6,54800,11817290,6,440,2363458,0
104,192.168.50.8,52859,46793,2,146,46793,0
105,192.168.50.8,60868,4881630,16,1782,325442,1
106,74.208.236.171,80,4656379673,1391,678296,3349913,0
107,192.168.50.8,60856,3533246,20,1514,185960,1
108,192.168.50.8,60883,8869144,30,3754,305832,1
109,172.217.9.230,443,4328140015,700,665062,6191902,0
110,192.168.50.8,56770,72917,2,178,72917,0
111,192.168.50.8,60857,6217852,20,1514,327255,1
112,192.168.50.9,42676,2557,2,148,2557,1
113,192.168.50.8,60888,9509688,159,127325,60187,1
114,192.168.50.6,56144,2991261219,20,1562,157434801,0
115,192.168.50.9,60096,273950,8,682,39135,0
116,172.217.9.226,80,4332350127,14,888,333257702,0
117,192.168.50.8,60849,3685964,20,1514,193998,1
118,172.217.1.162,443,4054313886,332,238236,12248682,0
119,192.168.50.8,60864,11110065,42,5180,270977,1
120,192.168.50.6,54808,18858359,6,388,3771671,0
121,192.168.50.8,53186,53503,2,142,53503,0
122,192.168.50.6,54821,45037718,14,1720,3464439,0
123,192.168.50.9,42742,2391,2,148,2391,1
124,192.168.50.8,62338,52195,2,174,52195,0
125,192.168.50.8,59607,66570333,30,5674,2295528,0
126,192.168.50.8,56022,37678,2,148,37678,0
127,192.168.50.8,55777,56594,2,170,56594,0
128,192.168.50.8,59383,168511,2,148,168511,0
129,192.168.50.8,62298,51086,2,148,51086,0
130,192.168.50.8,60889,9422087,56,9998,171310,1
131,192.168.50.9,37312,4680062248,126,15570,37440497,0
132,192.168.50.8,59595,51401021,16,1788,3426734,0
133,192.168.50.6,56154,7277353,50,13935,148517,1
134,172.217.2.164,443,3006776436,154,24069,19652133,0
135,192.168.50.8,60875,2850,2,132,2850,1
136,192.168.50.8,58070,50041,2,146,50041,0
137,192.168.50.8,64858,49838,2,154,49838,0
138,192.168.50.9,57934,1917,2,148,1917,1
139,192.168.50.9,57658,1019008,8,682,145572,0
140,192.168.50.8,60872,6394772,18,1718,376163,1
141,172.217.2.166,443,2975267441,117,43958,25648857,0
142,192.168.50.6,54830,55323,2,132,55323,0
143,192.168.50.6,50362,613313,4,356,204437,0
144,192.168.50.8,53267,46285,2,186,46285,0
145,192.168.50.8,60360,58200,2,170,58200,0
146,192.168.50.6,56125,5638432,16,1250,375895,1
147,192.168.50.8,51052,52847,2,168,52847,0
148,192.168.50.8,59609,74887521,28,5464,2773611,0
149,192.168.50.8,60484,51877,2,158,51877,0
150,192.168.50.6,54801,9506064,6,440,1901212,0
151,192.168.50.6,56150,7172107,16,1250,478140,1
152,192.168.50.8,62093,52579,2,174,52579,0
153,192.168.50.8,59605,1595350,16,2640,106356,0
154,192.168.50.6,56163,783908,10,1470,87100,1
155,192.168.50.8,61001,56539,2,152,56539,0
156,35.158.163.158,443,100759,4,264,33586,0
157,151.101.2.2,443,2336,2,148,2336,1
158,192.168.50.6,54853,35733760,72,20762,503292,0
159,192.168.50.6,54825,56870,2,132,56870,0
160,192.168.50.6,50183,52462,2,158,52462,0
161,192.168.50.8,60884,1564,2,132,1564,1
162,172.217.12.162,443,3960375401,1145,742418,3461866,0
163,172.217.2.161,443,4054714927,80,12596,51325505,0
164,192.168.50.8,60858,4908016,24,1440,213392,1
165,172.16.0.5,46769,42898,2,120,42898,0
166,172.16.0.5,31151,75709860,28,4614,2804068,0
167,192.168.50.8,60846,5594891,20,1514,294467,1
168,192.168.50.6,54802,1002094,6,440,200418,0
169,23.194.108.29,443,198957,6,458,39791,0
170,192.168.50.4,51560,3932805,18,1398,231341,1
171,172.16.0.5,52312,323911964,60,3600,5490033,0
172,192.168.50.8,59601,23098651,24,4076,1004289,0
173,192.168.50.6,56143,6116987,16,1250,407799,1
174,192.168.50.8,62834,73393,2,158,73393,0
175,192.168.50.8,59597,732738844,34,4446,22204207,0
176,172.16.0.5,17369,1714642,36,5310,48989,0
177,192.168.50.6,56145,7166343,16,1250,477756,1
178,192.168.50.9,51072,1589,2,148,1589,1
179,192.168.50.8,55657,62189,2,166,62189,0
180,192.168.50.8,60850,5860597,20,1514,308452,1
181,192.168.50.8,55186,51658,2,146,51658,0
182,192.168.50.6,58119,23349250,4,344,7783083,0
183,192.168.50.8,56531,50364,2,160,50364,0
184,192.168.50.6,56156,4614196,16,1194,307613,1
185,172.217.12.206,80,4285079946,339,52862,12677751,0
186,172.16.0.5,41860,270943975,40,2400,6947281,0
187,192.168.50.8,60882,10329686,137,35410,75953,1
188,192.168.50.8,53461,38131,2,172,38131,0
189,192.168.50.8,57360,51433,2,174,51433,0
190,172.217.2.174,80,173100,6,1822,34620,1
191,192.168.50.8,60845,4896266,20,1514,257698,1
192,192.168.50.8,56051,48838,2,166,48838,0
193,192.168.50.8,60876,4427128,8,492,632446,1
194,192.168.50.6,56169,1936186,16,2652,129079,1
195,192.168.50.8,50492,74917,2,172,74917,0
196,192.168.50.8,60870,2193,2,132,2193,1
197,192.168.50.8,60854,5603644,20,1514,294928,1
198,172.217.0.226,443,862703,24,2080,37508,1
199,192.168.50.8,60855,5554271,20,1514,292330,1
200,172.217.2.98,443,4056506916,48,9464,86308657,0
201,192.168.50.6,56174,1241849,22,5352,59135,1
202,192.168.50.6,56148,2757037,18,1130,162178,1
203,192.168.50.8,60891,7521975,36,12158,214913,1
204,192.168.50.6,56118,14716431,24,4042,639844,1
205,192.168.50.6,54820,311621895,84,14298,3754480,0
206,192.168.50.6,54859,21642070,20,2834,1139056,0
207,192.168.50.8,57018,55292,2,152,55292,0
208,192.168.50.8,58889,48926,2,138,48926,0
209,192.168.50.8,60877,3666013,8,492,523716,1
210,192.168.50.9,57932,2093,2,148,2093,1
211,192.168.50.6,59077,53772,2,172,53772,0
212,192.168.50.8,59145,56059,2,152,56059,0
213,192.168.50.6,56162,792093,20,2718,41689,1
214,192.168.50.8,52762,51653,2,152,51653,0
215,0.0.0.0,68,4674421844,1052,359784,4447594,0
216,192.168.50.9,48208,276669,8,682,39524,0
217,192.168.50.8,53546,376829138,8,652,53832734,0
218,192.168.50.8,54503,46718,2,138,46718,0
219,192.168.50.8,60886,3527030,20,2536,185633,1
220,192.168.50.6,56147,6943571,16,1250,462904,1
221,192.168.50.6,56159,5516710,42,5738,134553,1
222,192.168.50.8,59608,25636309,77,19707,337319,0
223,192.168.50.8,60944,50725,2,174,50725,0
224,192.168.50.8,60893,5755406,36,12142,164440,1
225,192.168.50.6,60512,42864,2,152,42864,0
226,192.168.50.6,54822,4343082036,20,2152,228583265,0
227,192.168.50.6,54805,159643,4,240,53214,0
228,192.168.50.6,56175,226715,18,5232,13336,1
229,192.168.50.8,60869,2071,2,132,2071,1
230,52.39.131.77,443,494190618,48,15792,10514694,0
231,192.168.50.6,56167,2646235,26,3698,105849,1
232,192.168.50.8,55292,49033,2,168,49033,0
233,192.0.73.2,80,3691955475,54,13786,69659537,0
234,54.192.55.39,443,119386,4,264,39795,0
235,192.168.50.8,60862,5734461,8,492,819208,1
236,192.168.50.8,60848,3267868,16,1250,217857,1
237,192.168.50.8,52807,56724,2,154,56724,0
238,93.184.216.180,443,225041,6,444,45008,0
239,192.168.50.6,54560,40024,2,120,40024,0
240,192.168.50.8,60926,1429844795,8,688,204263542,0
241,192.168.50.8,60873,6870390,16,1586,458026,1
242,54.192.53.175,443,542777985,52,22122,10642705,0
243,192.168.50.8,61667,51034,2,162,51034,0
244,192.168.50.8,60853,4582408,26,1610,183296,1
245,192.168.50.8,60859,5602620,26,3144,224104,1
246,192.168.50.6,54832,106448,2,132,106448,0
247,172.217.2.168,443,3586,2,132,3586,1
248,192.168.50.8,59604,1197380,20,2900,63020,0
249,192.168.50.6,56155,1799661,16,960,119977,1
250,192.168.50.6,56122,6045484,16,1250,403032,1
