SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,647,228769,34,271,32681,9476,0
172.16.0.5,680,234,8547,271,234,2316239,0
172.16.0.5,786,395583,20,271,56511,5480,0
172.16.0.5,662,266398,30,271,38056,8138,0
172.16.0.5,887,189510,31,271,37902,8580,0
172.16.0.5,905,56630,70,271,18876,19141,0
172.16.0.5,556,447,4474,271,447,1212527,0
172.16.0.5,801,395507,20,275,56501,5572,0
172.16.0.5,917,181455,33,271,36291,8960,0
172.16.0.5,825,389347,15,271,77869,4176,0
172.16.0.5,1011,241465,24,271,48293,6733,0
172.16.0.5,859,389773,20,266,55681,5474,0
172.16.0.5,842,388947,20,271,55563,5574,0
172.16.0.5,756,404383,19,271,57769,5361,0
172.16.0.5,656,191297,31,271,38259,8499,0
172.16.0.5,663,129994,46,271,25998,12508,0
172.16.0.5,841,388964,20,271,55566,5573,0
172.16.0.5,549,234,8547,271,234,2316239,0
172.16.0.5,945,300,6666,271,300,1806666,0
172.16.0.5,835,389341,15,271,77868,4176,0
172.16.0.5,519,189322,31,271,37864,8588,0
172.16.0.5,895,123227,32,298,41075,9673,0
172.16.0.5,855,389987,20,271,55712,5559,0
172.16.0.5,751,406020,14,271,81204,4004,0
172.16.0.5,527,190167,26,271,47541,7125,0
172.16.0.5,856,389961,20,271,55708,5559,0
172.16.0.5,890,189405,31,277,37881,8774,0
172.16.0.5,828,253273,15,271,84424,4279,0
172.16.0.5,526,190317,31,277,38063,8732,0
172.16.0.5,844,388957,20,271,55565,5573,0
172.16.0.5,804,395568,20,271,56509,5480,0
172.16.0.5,767,400917,19,271,57273,5407,0
172.16.0.5,659,266920,29,271,38131,8122,0
172.16.0.5,912,181521,33,271,36304,8957,0
172.16.0.5,523,189860,31,265,37972,8374,0
172.16.0.5,667,130742,30,271,43580,8291,0
172.16.0.5,829,389311,15,271,77862,4176,0
172.16.0.5,904,56350,70,271,18783,19236,0
172.16.0.5,832,389299,15,271,77859,4176,0
172.16.0.5,1012,241445,24,265,48289,6585,0
172.16.0.5,929,263261,22,271,52652,6176,0
172.16.0.5,826,389337,15,271,77867,4176,0
172.16.0.5,930,263320,22,271,52664,6174,0
172.16.0.5,671,234,8547,253,234,2162393,0
172.16.0.5,543,234,8547,271,234,2316239,0
172.16.0.5,561,234,8547,271,234,2316239,0
172.16.0.5,932,263231,22,265,52646,6040,0
172.16.0.5,757,403989,19,271,57712,5366,0
172.16.0.5,538,138690,28,262,46230,7556,0
172.16.0.5,668,131251,30,253,43750,7710,0
172.16.0.5,565,234,8547,271,234,2316239,0
172.16.0.5,951,377848,10,280,125949,2964,0
172.16.0.5,863,389749,20,266,55678,5470,0
172.16.0.5,513,189811,31,271,37962,8566,0
172.16.0.5,847,389388,20,271,55626,5567,0
172.16.0.5,548,303,6600,271,303,1788778,0
172.16.0.5,660,266879,29,275,38125,8258,0
172.16.0.5,891,122808,32,271,40936,8826,0
172.16.0.5,766,401152,19,271,57307,5404,0
172.16.0.5,778,397279,30,265,36116,8004,0
172.16.0.5,919,123571,32,271,41190,8772,0
172.16.0.5,853,390049,20,271,55721,5558,0
172.16.0.5,848,389392,20,275,55627,5660,0
172.16.0.5,802,395505,20,266,56500,5390,0
172.16.0.5,547,234,8547,271,234,2316239,0
172.16.0.5,774,398551,25,271,44283,6799,0
172.16.0.5,911,181596,33,271,36319,8953,0
172.16.0.5,793,395593,20,262,56513,5303,0
172.16.0.5,640,229363,26,259,45872,6775,0
172.16.0.5,950,377855,10,262,125951,2773,0
172.16.0.5,915,181547,33,271,36309,8956,0
172.16.0.5,808,395549,15,265,79109,4019,0
172.16.0.5,564,304,6578,271,304,1782894,0
172.16.0.5,550,386,5181,271,386,1404145,0
172.16.0.5,635,229294,17,280,76431,4884,0
172.16.0.5,900,123550,32,271,41183,8773,0
172.16.0.5,664,130839,45,277,26167,12702,0
172.16.0.5,674,318,6289,271,318,1704402,0
172.16.0.5,839,389000,20,271,55571,5573,0
172.16.0.5,906,56923,70,271,18974,19043,0
172.16.0.5,559,234,8547,271,234,2316239,0
172.16.0.5,799,395499,20,266,56499,5390,0
172.16.0.5,1021,189880,21,271,63293,5708,0
172.16.0.5,520,189339,31,271,37867,8587,0
172.16.0.5,781,396140,30,268,36012,8118,0
172.16.0.5,776,397841,30,271,36167,8174,0
172.16.0.5,822,253117,15,271,84372,4282,0
172.16.0.5,654,191265,31,277,38253,8689,0
172.16.0.5,1017,189783,21,262,63261,5522,0
172.16.0.5,824,389873,15,271,77974,4170,0
172.16.0.5,888,189428,21,271,63142,5722,0
172.16.0.5,541,233,8583,271,233,2326180,0
172.16.0.5,763,402158,19,275,57451,5480,0
172.16.0.5,789,395616,20,271,56516,5480,0
172.16.0.5,685,308,6493,271,308,1759740,0
172.16.0.5,641,228893,34,271,32699,9471,0
172.16.0.5,889,189409,31,265,37881,8394,0
172.16.0.5,797,251787,23,277,50357,6600,0
172.16.0.5,899,123617,32,271,41205,8769,0
172.16.0.5,914,181492,33,271,36298,8959,0
172.16.0.5,939,233,8583,271,233,2326180,0
172.16.0.5,772,399973,25,271,44441,6775,0
172.16.0.5,516,189723,31,271,37944,8570,0
172.16.0.5,893,122727,32,271,40909,8832,0
172.16.0.5,1010,241526,24,265,48305,6583,0
172.16.0.5,670,131227,30,271,43742,8260,0
172.16.0.5,749,423,4728,271,423,1281323,0
172.16.0.5,926,262851,22,277,52570,6322,0
172.16.0.5,909,181549,33,271,36309,8956,0
172.16.0.5,521,189840,31,271,37968,8565,0
172.16.0.5,562,233,8583,289,233,2480686,0
172.16.0.5,870,389271,12,271,97317,3480,0
172.16.0.5,868,389230,20,266,55604,5477,0
172.16.0.5,553,392,5102,271,392,1382653,0
172.16.0.5,821,253068,15,280,84356,4425,0
172.16.0.5,854,390050,20,271,55721,5558,0
172.16.0.5,910,181543,33,271,36308,8956,0
172.16.0.5,753,405264,14,271,81052,4012,0
172.16.0.5,1013,189797,21,271,63265,5711,0
172.16.0.5,777,397583,30,268,36143,8088,0
172.16.0.5,755,404701,19,271,57814,5357,0
172.16.0.5,920,123554,32,262,41184,8482,0
172.16.0.5,833,389289,15,277,77857,4269,0
172.16.0.5,754,404944,14,277,80988,4104,0
172.16.0.5,1019,189421,21,271,63140,5722,0
172.16.0.5,869,389224,15,271,77844,4177,0
172.16.0.5,752,405709,14,265,81141,3923,0
172.16.0.5,518,189309,31,271,37861,8589,0
172.16.0.5,682,302,6622,271,302,1794701,0
172.16.0.5,827,389394,15,277,77878,4268,0
172.16.0.5,809,395447,15,277,79089,4202,0
172.16.0.5,858,389873,20,271,55696,5560,0
172.16.0.5,918,181402,33,271,36280,8963,0
172.16.0.5,770,400418,24,267,44490,6678,0
172.16.0.5,688,233,8583,271,233,2326180,0
172.16.0.5,896,123155,32,253,41051,8217,0
172.16.0.5,673,234,8547,271,234,2316239,0
172.16.0.5,1016,189792,21,271,63264,5711,0
172.16.0.5,760,403105,19,271,57586,5378,0
172.16.0.5,769,400204,24,274,44467,6861,0
172.16.0.5,1018,189354,21,262,63118,5534,0
172.16.0.5,750,407036,7,283,203518,2085,0
172.16.0.5,761,402712,19,266,57530,5294,0
172.16.0.5,687,234,8547,271,234,2316239,0
172.16.0.5,546,235,8510,271,235,2306382,0
