STT,SrcIP,SrcPort,FlowDur(ns),TotalPkts,TotalBytes,MeanIAT(ns),lof_score,Normal
32,192.168.50.6,60391,140156,2,162,140156,54.495998,0
33,172.16.0.5,31151,80902264,28,4614,2996380,16.959999,0
34,192.168.50.9,42676,2483,2,148,2483,0.972000,1
35,192.168.50.6,55971,429175,4,320,143058,16.459999,0
36,192.168.50.6,60614,53190,2,168,53190,53.532001,0
37,192.168.50.6,54815,59302707,14,1434,4561746,0.460000,1
38,192.168.50.8,59604,1310448,20,2900,68970,42.959999,0
39,192.168.50.9,57944,1872,2,148,1872,1.026000,1
40,192.168.50.8,61916,51003,2,146,51003,39.495998,0
41,192.168.50.4,22,320258714,521,122604,615882,16.959999,0
42,192.168.50.6,56142,7642221,16,1250,509481,1.006000,1
43,192.168.50.8,64360,1294192846,4,318,431397615,15.352000,0
44,192.168.50.6,56143,7695918,16,1250,513061,1.006000,1
45,192.168.50.8,53017,52568,2,166,52568,28.996000,0
46,192.168.50.8,52762,56186,2,152,56186,41.959999,0
47,172.16.0.5,17369,1858018,36,5310,53086,43.959999,0
48,93.184.216.180,443,249789,6,444,49957,10.388000,0
49,192.168.50.8,56531,57950,2,160,57950,59.495998,0
50,192.168.50.8,60875,2602,2,132,2602,1.181000,1
51,192.168.50.6,54808,191992,6,388,38398,17.351999,0
52,192.168.50.8,60860,187962,14,2512,14458,1.004000,1
53,192.168.50.6,56175,127362,18,5232,7491,1.086000,1
54,192.168.50.4,51560,4780663,18,1398,281215,1.017000,1
55,192.168.50.8,49641,54885,2,148,54885,61.032001,0
56,192.168.50.8,62298,55645,2,148,55645,14.996000,0
57,192.168.50.8,60849,4304904,20,1514,226573,1.013000,1
58,192.168.50.8,60895,7014645,84,29134,84513,1.050000,1
59,192.168.50.6,51640,244888,4,340,81629,13.996000,0
60,192.168.50.8,60869,2617270038,4,278,872423346,15.352000,0
61,192.168.50.6,52308,101847,2,154,101847,36.924000,0
62,192.168.50.8,59610,108574875,98,13392,1119328,49.995998,0
63,192.168.50.6,54861,33365734,12,1592,3033248,32.959999,0
64,192.168.50.9,41488,767021,12,882,69729,34.388000,0
65,172.16.0.5,41077,333730123,24,1440,14510005,15.636000,0
66,52.28.108.167,443,8579763,8,528,1225680,57.316002,0
67,192.168.50.8,65282,58173,2,160,58173,36.995998,0
68,192.168.50.8,60878,5770489,8,492,824355,0.988000,1
69,192.168.50.9,48208,304662,8,682,43523,3.460000,0
70,192.168.50.8,59200,58815,2,170,58815,59.495998,0
71,192.168.50.6,54878,14391035,18,7664,846531,46.959999,0
72,192.168.50.6,50183,52202,2,158,52202,20.032000,0
73,192.168.50.8,60891,6589087,36,12158,188259,1.009000,1
74,192.168.50.8,55292,53847,2,168,53847,25.496000,0
75,192.168.50.6,54801,10542187,6,440,2108437,44.924000,0
76,192.168.50.8,60852,4917349,16,1250,327823,0.992000,1
77,192.168.50.6,62285,156613,4,312,52204,7.496000,0
78,172.217.12.162,443,3955449783,1166,755383,3395235,57.708000,0
79,192.168.50.8,53345,53678,2,158,53678,14.496000,0
80,192.168.50.8,60847,4657057,16,1250,310470,1.018000,1
81,192.168.50.9,55330,2532,2,148,2532,0.972000,1
82,192.168.50.8,52621,21441451,2,168,21441451,58.208000,0
83,192.168.50.6,54839,21093792,16,2632,1406252,31.459999,0
84,192.168.50.9,57940,2167,2,148,2167,0.978000,1
85,192.168.50.8,58070,54976,2,146,54976,58.495998,0
86,192.168.50.8,59611,32001147,28,6412,1185227,0.960000,1
87,192.168.50.9,57934,2786,2,148,2786,0.990000,1
88,192.168.50.6,54825,53297,2,132,53297,49.995998,0
89,192.168.50.8,59383,160752,2,148,160752,59.459999,0
90,172.217.3.106,443,4354746128,277,181845,15778065,49.995998,0
91,192.168.50.6,56173,1166010,20,5314,61368,1.047000,1
92,192.168.50.8,53684,54579,2,148,54579,38.459999,0
93,192.168.50.8,59600,114578392,30,4084,3950979,16.959999,0
94,192.168.50.8,59843,507740049,38,4254,13722704,16.959999,0
95,192.168.50.8,60846,6799139,20,1514,357849,0.994000,1
96,54.192.55.39,443,132924,4,264,44308,16.496000,0
97,192.168.50.8,59599,133105365,35,7028,3914863,24.247999,0
98,192.168.50.6,54832,100370,2,132,100370,52.495998,0
99,192.168.50.8,50492,83570,2,172,83570,16.959999,0
100,192.168.50.6,55346,144331,2,160,144331,30.959999,0
101,192.168.50.6,58119,23162199,4,344,7720733,58.208000,0
102,172.217.3.100,443,4584720653,188,66727,24517222,34.459999,0
103,35.158.163.158,443,114159,4,264,38053,55.068001,0
104,172.217.2.174,80,176603,6,1822,35320,1.011000,1
105,192.168.50.8,60883,8734896,30,3754,301203,1.024000,1
106,192.168.50.6,54799,3839720019,8,600,548531431,53.167999,0
107,172.217.2.170,443,606410,40,11678,15548,1.106000,1
108,192.168.50.6,54835,90602,2,132,90602,8.996000,0
109,192.168.50.6,54814,27106570,20,2800,1426661,53.495998,0
110,192.168.50.6,56876,96171,2,154,96171,3.496000,0
111,192.168.50.8,55186,56318,2,146,56318,35.495998,0
112,192.168.50.8,60889,8345136,56,9998,151729,1.000000,1
113,192.168.50.6,56155,4712215,16,960,314147,0.982000,1
114,192.168.50.6,54849,31064637,4,332,10354879,2.424000,0
115,192.168.50.8,60651,51611,2,134,51611,16.459999,0
116,192.168.50.8,61001,63474,2,152,63474,3.460000,0
117,192.168.50.8,64555,88903,2,174,88903,44.995998,0
118,192.168.50.9,51072,1625,2,148,1625,1.030000,1
119,34.209.30.112,443,183385093,16,1160,12225672,58.248001,0
120,192.168.50.8,52859,51528,2,146,51528,57.495998,0
121,192.168.50.8,49985,59451,2,184,59451,50.495998,0
122,173.194.208.109,465,2495594,47,8757,54252,16.959999,0
123,192.168.50.8,60893,5846183,36,12142,167033,1.015000,1
124,172.217.2.161,443,3733735807,66,11174,57442089,7.496000,0
125,192.168.50.8,63848,106208,2,166,106208,25.532000,0
126,192.168.50.8,55951,58757,2,158,58757,36.995998,0
127,192.168.50.8,60855,6826258,20,1514,359276,1.011000,1
128,192.168.50.6,56165,2093358,46,10692,46519,1.014000,1
129,172.217.197.154,443,4657586143,95,26746,49548788,34.459999,0
130,192.168.50.6,54822,4341932116,20,3020,228522742,26.924000,0
131,192.168.50.8,56770,81240,2,178,81240,51.995998,0
132,192.168.50.8,52807,57200,2,154,57200,59.495998,0
133,172.217.0.226,443,851430,24,2080,37018,0.986000,1
134,192.168.50.8,61172,53653,2,148,53653,60.532001,0
135,192.168.50.8,53546,369993927,8,652,52856275,42.136002,0
136,192.168.50.8,60781,14242916,12,1010,1294810,1.024000,1
137,192.168.50.8,55174,54761,2,162,54761,46.995998,0
138,192.168.50.8,60874,2030,2,132,2030,1.021000,1
139,192.168.50.6,56154,6779645,50,13935,138360,0.970000,1
140,192.168.50.9,46826,595812,12,888,54164,29.888000,0
141,192.168.50.6,56166,2263259,28,3816,83824,0.986000,1
142,192.168.50.8,60870,2436,2,132,2436,1.060000,1
143,192.168.50.8,60882,11157873,137,35410,82043,1.005000,1
144,192.168.50.8,60859,7354211,26,3144,294168,0.979000,1
145,192.168.50.8,64612,50536,2,146,50536,37.495998,0
146,192.168.50.6,56169,1425209,16,2652,95013,1.029000,1
147,192.168.50.6,54859,25333691,20,2834,1333352,24.496000,0
148,23.63.78.40,80,4147320728,191,20078,21828003,31.424000,0
149,192.168.50.6,65408,51394,2,184,51394,58.532001,0
150,192.168.50.8,60497,51989,2,150,51989,34.495998,0
151,192.168.50.6,53166,154833,4,368,51611,2.960000,0
152,192.168.50.8,59593,294131,6,388,58826,2.960000,0
153,192.168.50.8,61627,51770,2,134,51770,28.032000,0
154,192.168.50.6,56125,3780405,16,1250,252027,0.999000,1
155,192.168.50.6,56164,1121894,8,492,160270,1.068000,1
156,192.168.50.3,0,17000741634,102,9996,168324174,38.708000,0
157,192.168.50.6,54829,92463,2,132,92463,54.995998,0
158,192.168.50.6,56163,316077,10,1470,35119,1.010000,1
159,192.168.50.8,55876,57219,2,178,57219,39.532001,0
160,192.168.50.6,56167,2062338,26,3698,82493,1.022000,1
161,192.168.50.6,54800,13047776,6,440,2609555,31.924000,0
162,192.168.50.6,60512,47082,2,152,47082,0.496000,1
163,172.217.12.193,443,3985882653,238,116491,16818070,35.459999,0
164,192.168.50.6,63064,23263309,4,340,7754436,26.243999,0
165,192.168.50.6,50158,52904,2,170,52904,57.495998,0
166,192.168.50.8,60848,3895467,16,1250,259697,0.999000,1
167,192.168.50.8,60926,1428874013,8,688,204124859,25.888000,0
168,192.168.50.8,64820,54521,2,146,54521,58.495998,0
169,192.168.50.8,60864,9182057,42,5180,223952,1.001000,1
170,192.168.50.6,54831,53241,2,132,53241,13.496000,0
171,192.168.50.8,62421,55265,2,174,55265,29.459999,0
172,192.168.50.6,54857,21026992,20,2834,1106683,16.959999,0
173,192.168.50.8,57360,59658,2,174,59658,61.495998,0
174,192.168.50.8,53186,56932,2,142,56932,1.424000,0
175,192.168.50.8,60854,6832579,20,1514,359609,0.994000,1
176,151.101.2.2,443,2432,2,148,2432,1.060000,1
177,192.168.50.6,56150,6799032,16,1250,453268,1.086000,1
178,192.168.50.8,60409,52593,2,176,52593,52.959999,0
179,192.168.50.8,59601,24975770,24,4076,1085903,0.460000,1
180,192.168.50.6,56145,6697386,16,1250,446492,0.980000,1
181,192.168.50.8,60877,4832391,8,492,690341,0.988000,1
182,172.217.10.138,443,62268250,24,7216,2707315,65.496002,0
183,192.168.50.8,57018,55142,2,152,55142,13.996000,0
184,192.168.50.8,60215,57940,2,170,57940,19.496000,0
185,192.168.50.8,55777,58357,2,170,58357,19.496000,0
186,0.0.0.0,68,4674478761,1117,382014,4188601,16.959999,0
187,192.168.50.8,62338,56456,2,174,56456,45.495998,0
188,192.168.50.8,54056,57261,2,172,57261,55.032001,0
189,192.168.50.6,54853,60291948,76,21082,803892,65.496002,0
190,192.168.50.8,60713,64338,2,186,64338,30.959999,0
191,192.168.50.6,54836,598544,8,1106,85506,3.460000,0
192,192.168.50.8,56051,53853,2,166,53853,16.959999,0
193,192.168.50.8,60850,4069851,20,1514,214202,1.013000,1
194,172.217.12.206,80,4281100064,338,49980,12703561,5.424000,0
195,52.85.90.206,443,4342856660,1006,1133993,4321250,45.959999,0
196,192.168.50.8,60888,7936049,159,127325,50228,1.099000,1
197,192.168.50.6,54834,51063,2,132,51063,27.032000,0
198,192.168.50.9,51074,2776,2,148,2776,1.018000,1
199,192.168.50.6,56118,14375649,24,4042,625028,0.995000,1
200,192.168.50.8,52670,57333,2,154,57333,35.495998,0
201,172.217.2.98,443,3733777576,48,9464,79442076,44.995998,0
202,192.168.50.8,54503,52872,2,138,52872,57.495998,0
203,192.168.50.8,52093,84712,2,172,84712,64.031998,0
204,192.168.50.8,59598,56857199,8,492,8122457,16.959999,0
205,192.168.50.6,54805,182966,4,240,60988,3.280000,0
206,192.168.50.8,60944,58389,2,174,58389,49.532001,0
207,192.168.50.6,56144,7764378,16,1250,517625,0.993000,1
208,192.168.50.6,54824,52337,2,132,52337,16.959999,0
209,192.168.50.8,59609,88632544,28,5464,3282686,16.959999,0
210,192.168.50.8,59595,55366515,16,1788,3691101,33.959999,0
211,192.168.50.6,61122,54967,2,162,54967,39.568001,0
212,172.217.2.174,443,2636708757,19,6258,146483819,63.495998,0
213,192.168.50.6,54838,21400487,16,2522,1426699,16.459999,0
214,192.168.50.8,51666,59273,2,178,59273,36.995998,0
215,192.168.50.8,64358,56541,2,176,56541,41.032001,0
216,192.168.50.8,53461,42691,2,172,42691,24.496000,0
217,172.217.9.230,443,4331501186,626,526622,6930401,26.243999,0
218,192.168.50.6,54844,22348256,4,252,7449418,26.243999,0
219,192.168.50.8,60856,5053612,20,1514,265979,1.028000,1
220,192.168.50.8,65283,41365,2,160,41365,24.496000,0
221,192.168.50.6,56174,929856,22,5352,44278,1.047000,1
222,192.168.50.8,60858,3278147,24,1440,142528,1.054000,1
223,192.168.50.8,60871,1736,2,132,1736,0.970000,1
224,192.168.50.8,60824,11600504,34,2862,351530,0.984000,1
225,172.217.9.238,80,151745009,12,780,13795000,25.424000,0
226,192.168.50.8,61667,55436,2,162,55436,41.032001,0
227,192.168.50.8,55657,55689,2,166,55689,32.032001,0
228,172.16.0.5,52312,321610660,45,2700,7309333,8.812000,0
229,192.168.50.8,59594,2153321,38,4902,58197,30.459999,0
230,192.168.50.6,54804,756307,6,440,151261,28.351999,0
231,192.168.50.8,60880,10279238,86,18032,120932,1.073000,1
232,192.168.50.6,54821,59006277,12,1600,5364207,33.495998,0
233,192.168.50.6,54830,52308,2,132,52308,16.959999,0
234,192.168.50.6,54560,44785,2,120,44785,42.532001,0
235,192.168.50.8,64858,55085,2,154,55085,58.495998,0
236,192.168.50.9,60096,306911,8,682,43844,42.924000,0
237,192.168.50.8,60857,7056447,20,1514,371391,1.215000,1
238,192.168.50.6,54848,251349,4,252,83783,30.459999,0
239,192.168.50.9,51078,1504,2,148,1504,1.030000,1
240,54.192.53.175,443,539963939,54,22254,10187998,16.959999,0
241,192.168.50.6,56148,4137726,18,1130,243395,0.986000,1
242,192.168.50.8,58889,53420,2,138,53420,12.496000,0
243,192.168.50.8,60863,12320941,44,5140,286533,1.033000,1
244,192.168.50.9,48200,397958,8,682,56851,30.459999,0
245,192.168.50.6,56156,7758059,16,1194,517203,0.993000,1
246,192.168.50.8,60894,722477,14,2014,55575,0.986000,1
247,159.127.42.82,443,182280,15,10738,13020,0.996000,1
248,192.168.50.6,50362,505968,4,356,168656,42.388000,0
249,192.168.50.8,54224,105046,2,176,105046,2.460000,0
250,192.168.50.6,56162,322464,20,2718,16971,0.992000,1
251,192.168.50.6,54826,51007,2,132,51007,2.496000,0
252,192.168.50.6,62514,51732,2,148,51732,42.495998,0
253,192.168.50.6,54823,55051,2,132,55051,51.532001,0
254,172.217.2.168,443,3340,2,132,3340,1.417000,1
255,192.168.50.8,59607,81044674,34,5964,2455899,65.496002,0
256,192.168.50.6,63893,51861,2,148,51861,62.495998,0
257,192.168.50.8,60862,5249419,8,492,749917,1.023000,1
258,192.168.50.8,51052,56976,2,168,56976,2.924000,0
259,192.168.50.6,59077,53673,2,172,53673,29.532000,0
260,192.168.50.6,49752,55483,2,172,55483,52.495998,0
261,172.217.9.226,443,4358855026,1249,805614,3492672,65.496002,0
262,192.168.50.8,60872,7165813,18,1718,421518,1.041000,1
263,192.168.50.8,51821,52570,2,178,52570,29.496000,0
264,192.168.50.8,60876,3766748,8,492,538106,1.057000,1
265,192.168.50.8,53267,50952,2,186,50952,3.460000,0
266,192.168.50.8,60484,59722,2,158,59722,18.496000,0
267,192.168.50.6,56159,7943926,42,5738,193754,0.991000,1
268,192.0.73.2,80,3694409552,54,14972,69705840,63.495998,0
269,192.168.50.6,54803,574463310,8,586,82066187,61.599998,0
270,192.168.50.6,62431,153483,4,336,51161,30.459999,0
271,192.168.50.8,59597,731601184,26,3836,29264047,5.888000,0
272,192.168.50.6,62301,90316,2,168,90316,58.032001,0
273,192.168.50.8,60885,9940384,56,7226,180734,1.045000,1
274,192.168.50.8,60886,2633270,20,2536,138593,1.012000,1
275,192.168.50.8,50301,505030316,8,712,72147188,53.959999,0
276,192.168.50.8,59614,44449574,34,6336,1346956,47.924000,0
277,192.168.50.9,51082,1875,2,148,1875,1.026000,1
278,192.168.50.9,37652,310668,8,682,44381,49.852001,0
279,192.168.50.9,42742,2515,2,148,2515,1.057000,1
280,192.168.50.8,55151,57485,2,146,57485,5.460000,0
281,192.168.50.8,64535,44551,2,174,44551,24.496000,0
282,192.168.50.8,60890,8075306,52,14012,158339,1.020000,1
283,172.217.9.226,80,4334375686,14,888,333413514,60.136002,0
284,192.168.50.8,59608,64499257,83,20159,786576,65.496002,0
285,192.168.50.6,54802,1128678,6,440,225735,32.424000,0
286,172.217.2.164,443,2686947208,141,22841,19192480,16.959999,0
287,192.168.50.8,50816,157643,2,148,157643,43.959999,0
288,192.168.50.8,60873,8105164,16,1586,540344,1.217000,1
289,192.168.50.8,59613,641869,8,1352,91695,32.424000,0
290,192.168.50.8,58785,58723,2,160,58723,54.459999,0
291,192.168.50.6,52583,98169,2,170,98169,2.460000,0
292,192.168.50.8,60853,4892360,26,1610,195694,1.038000,1
293,192.168.50.6,54818,3952045568,12,1558,359276869,31.424000,0
294,192.168.50.8,60868,6478388,16,1782,431892,1.037000,1
295,192.168.50.6,56147,4977775,16,1250,331851,0.992000,1
296,192.168.50.8,60867,9314402,36,3044,266125,1.046000,1
297,192.168.50.8,59145,55736,2,152,55736,3.996000,0
298,172.16.0.5,46769,47342,2,120,47342,57.495998,0
299,192.168.50.6,58003,91878,2,170,91878,55.532001,0
300,192.168.50.9,57932,2103,2,148,2103,1.011000,1
