STT,SrcIP,SrcPort,FlowDur(ns),TotalPkts,TotalBytes,MeanIAT(ns),Normal
115,192.168.50.6,56162,798017,20,2718,42000,1
116,192.168.50.8,60888,10616787,159,127325,67194,1
117,192.168.50.6,54799,3836280299,8,600,548040042,0
118,74.208.236.171,80,4661331638,1502,715529,3105484,0
119,172.16.0.5,31151,39234483,28,4614,1453129,0
120,192.168.50.8,52762,34488,2,152,34488,0
121,192.168.50.6,56175,206365,18,5232,12139,1
122,0.0.0.0,68,4674874782,1165,398430,4016215,0
123,192.168.50.8,59597,736441173,27,3902,28324660,0
124,172.16.0.5,41077,330147562,36,2160,9432787,0
125,192.168.50.8,53267,27489,2,186,27489,0
126,192.168.50.8,55174,32185,2,162,32185,0
127,172.217.12.193,443,4002279938,266,121715,15102943,0
128,172.217.2.168,443,2487,2,132,2487,1
129,172.217.2.174,80,6515,6,1822,1303,1
130,192.168.50.6,56143,5023026,16,1250,334868,1
131,192.168.50.8,60854,4770538,20,1514,251080,1
132,192.168.50.4,51560,2896462,18,1398,170380,1
133,192.168.50.8,64858,32421,2,154,32421,0
134,192.168.50.8,59605,58144725,32,3890,1875636,0
135,35.158.163.158,443,60531,4,264,20177,0
136,52.85.90.206,443,4358273512,1400,1671583,3115277,0
137,192.168.50.6,56163,724380,10,1470,80486,1
138,192.168.50.6,56125,4325385,16,1250,288359,1
139,192.168.50.8,60926,1444422918,8,688,206346131,0
140,192.168.50.8,64535,30038,2,174,30038,0
141,192.168.50.8,60863,12288215,44,5140,285772,1
142,192.168.50.8,59598,38544775,8,492,5506396,0
143,192.168.50.9,57658,584656,8,682,83522,0
144,192.168.50.6,56169,1882958,16,2652,125530,1
145,192.168.50.8,60849,4205039,20,1514,221317,1
146,192.168.50.8,50492,52639,2,172,52639,0
147,192.168.50.8,60852,4576487,16,1250,305099,1
148,192.168.50.8,62421,33293,2,174,33293,0
149,192.168.50.8,60853,3271600,26,1610,130864,1
150,192.168.50.9,42676,1988,2,148,1988,1
151,192.168.50.8,52093,52848,2,172,52848,0
152,192.168.50.8,60873,8181813,16,1586,545454,1
153,192.168.50.8,60895,7772857,84,29134,93648,1
154,23.63.78.40,80,4192414618,236,24488,17840062,0
155,192.168.50.8,59609,62347554,28,5502,2309168,0
156,192.168.50.6,56142,4666834,16,1250,311122,1
157,192.168.50.8,56051,31276,2,166,31276,0
158,192.168.50.8,60875,1576,2,132,1576,1
159,172.217.2.170,443,595351,40,11678,15265,1
160,192.168.50.6,56116,14340932,30,2870,494514,1
161,192.168.50.8,60891,7668747,36,12158,219107,1
162,192.168.50.8,60881,10777484,30,3782,371637,1
163,192.168.50.8,55151,35018,2,146,35018,0
164,192.168.50.8,65283,26532,2,160,26532,0
165,192.168.50.8,60497,28348,2,150,28348,0
166,192.168.50.8,60860,1142292,14,2512,87868,1
167,192.168.50.4,22,323996685,750,163814,432572,0
168,192.168.50.8,60858,3300563,24,1440,143502,1
169,192.168.50.8,59595,30250890,16,1788,2016726,0
170,192.168.50.6,56145,4706050,16,1250,313736,1
171,192.168.50.6,54803,578067595,8,586,82581085,0
172,192.168.50.8,58889,31022,2,138,31022,0
173,192.168.50.8,61667,32186,2,162,32186,0
174,172.217.197.154,443,4668825755,97,26878,48633601,0
175,192.168.50.8,58070,31989,2,146,31989,0
176,172.217.12.206,80,4301487610,438,66927,9843221,0
177,192.168.50.6,56123,4412248,16,1250,294149,1
178,172.217.0.226,443,835487,24,2080,36325,1
179,192.168.50.8,55292,31057,2,168,31057,0
180,192.168.50.6,54802,10042769,6,440,2008553,0
181,192.168.50.9,46826,60929047,14,1036,4686849,0
182,173.194.208.109,465,1282558,47,8757,27881,0
183,192.168.50.8,54503,27981,2,138,27981,0
184,172.217.9.226,80,4339468122,14,888,333805240,0
185,192.168.50.8,62834,51392,2,158,51392,0
186,151.101.2.2,443,1537,2,148,1537,1
187,192.168.50.8,60862,6232056,8,492,890293,1
188,192.168.50.8,57018,32799,2,152,32799,0
189,192.168.50.6,56150,5205995,16,1250,347066,1
190,192.168.50.6,56173,1441636,20,5314,75875,1
191,192.168.50.8,60867,10942568,36,3044,312644,1
192,192.168.50.8,59604,791624,20,2900,41664,0
193,192.168.50.9,48208,147844,8,682,21120,0
194,192.168.50.8,60869,1809710242,4,278,603236747,0
195,192.168.50.6,56155,1715493,16,960,114366,1
196,34.209.30.112,443,161715045,24,1740,7031088,0
197,192.168.50.8,59596,47872249,8,492,6838892,0
198,192.168.50.8,60882,11137853,137,35410,81895,1
199,192.168.50.8,60889,9815050,56,9998,178455,1
200,192.168.50.8,60868,6393778,16,1782,426251,1
