STT,SrcIP,SrcPort,FlowDur(ns),TotalPkts,TotalBytes,MeanIAT(ns),lof_score,Normal
54,172.16.0.5,31151,79878276,28,4614,2958454,24.496000,0
55,192.168.50.6,54805,165701,4,240,55233,10.852000,0
56,192.168.50.8,60883,7786975,30,3754,268516,1.009000,1
57,192.168.50.4,22,326168911,526,118286,621274,36.495998,0
58,93.184.216.180,443,232434,6,444,46486,28.351999,0
59,192.168.50.8,60885,9964255,56,7226,181168,1.029000,1
60,192.168.50.6,56163,333145,10,1470,37016,1.005000,1
61,151.101.2.2,443,2755,2,148,2755,0.984000,1
62,192.168.50.6,56156,4965168,16,1194,331011,0.981000,1
63,23.194.108.29,443,203010,6,458,40602,16.459999,0
64,192.168.50.9,51078,2985,2,148,2985,1.078000,1
65,192.168.50.9,57934,1805,2,148,1805,1.026000,1
66,192.168.50.8,60890,8292535,52,14012,162598,1.027000,1
67,192.168.50.6,56175,804204,18,5232,47306,0.994000,1
68,192.168.50.9,42676,2456,2,148,2456,1.198000,1
69,192.168.50.8,60849,4094122,20,1514,215480,0.972000,1
70,192.168.50.8,59383,156455,2,148,156455,16.959999,0
71,192.168.50.9,51072,1499,2,148,1499,0.989000,1
72,192.168.50.8,61172,49315,2,148,49315,57.495998,0
73,192.168.50.8,64820,50588,2,146,50588,28.459999,0
74,192.168.50.8,65283,32271,2,160,32271,1.960000,0
75,192.168.50.6,56165,2374095,46,10692,52757,1.159000,1
76,192.168.50.6,54799,3842149761,8,600,548878537,10.496000,0
77,192.168.50.6,58119,21325268,4,344,7108422,54.532001,0
78,192.168.50.8,60484,77663,2,158,77663,23.996000,0
79,192.168.50.8,62298,46627,2,148,46627,54.532001,0
80,52.85.90.206,443,4345999255,1136,1314931,3829074,1.496000,0
81,192.168.50.6,50158,50252,2,170,50252,35.495998,0
82,192.168.50.6,54820,310980614,84,14298,3746754,16.959999,0
83,23.63.78.40,80,4147314200,209,21986,19939010,14.532000,0
84,192.168.50.8,59604,1232330,20,2900,64859,33.924000,0
85,172.217.197.154,443,4659278306,97,26878,48534149,33.995998,0
86,172.217.9.238,80,138132369,22,4188,6577731,48.959999,0
87,192.168.50.8,60860,153467,14,2512,11805,0.999000,1
88,192.168.50.6,56148,3520153,18,1130,207067,0.986000,1
89,192.168.50.8,61667,51850,2,162,51850,23.996000,0
90,192.168.50.6,54801,9168149,6,440,1833629,43.424000,0
91,192.168.50.6,54803,577117566,8,586,82445366,16.459999,0
92,172.217.2.166,443,2752378987,78,22570,35745181,46.495998,0
93,192.168.50.8,50301,506278010,8,712,72325430,33.995998,0
94,192.168.50.6,56162,339869,20,2718,17887,0.991000,1
95,74.208.236.171,80,4657024625,1325,602314,3517390,64.496002,0
96,192.168.50.8,59843,509488172,38,4254,13769950,17.496000,0
97,34.209.30.112,443,179675122,16,1160,11978341,26.247999,0
98,192.168.50.8,58785,74748,2,160,74748,54.995998,0
99,192.168.50.8,51821,48435,2,178,48435,3.460000,0
100,192.168.50.9,57944,3243,2,148,3243,1.029000,1
101,192.168.50.6,59077,51064,2,172,51064,38.495998,0
102,159.127.42.82,443,172491,15,10738,12320,0.990000,1
103,192.168.50.8,59610,73458154,90,12782,825372,24.496000,0
104,172.217.3.106,443,4355271300,281,193385,15554540,19.996000,0
105,192.168.50.8,60881,10125048,30,3782,349139,1.022000,1
106,192.168.50.6,56144,2768687095,20,1562,145720373,25.888000,0
107,192.168.50.8,60497,47591,2,150,47591,45.032001,0
108,192.168.50.9,57932,2221,2,148,2221,1.004000,1
109,192.168.50.8,60878,4670689,8,492,667241,0.998000,1
110,192.168.50.6,54814,19639794,20,2800,1033673,1.960000,0
111,192.168.50.6,54825,50440,2,132,50440,38.032001,0
112,192.168.50.8,55657,71589,2,166,71589,4.532000,0
113,192.168.50.8,60854,6478575,20,1514,340977,0.982000,1
114,192.168.50.6,56159,6027183,42,5738,147004,0.996000,1
115,192.168.50.6,54808,18638548,6,388,3727709,43.495998,0
116,192.168.50.8,56770,63028,2,178,63028,31.459999,0
117,192.168.50.6,54560,35215,2,120,35215,24.996000,0
118,192.168.50.8,55876,73388,2,178,73388,40.532001,0
119,192.168.50.8,59597,733899993,26,3836,29355999,16.459999,0
120,192.168.50.8,64358,72708,2,176,72708,27.496000,0
121,173.194.208.109,465,2384412,47,8757,51835,2.960000,0
122,172.217.2.170,443,634120,40,11678,16259,1.118000,1
123,172.217.2.164,443,2784270738,140,22741,20030724,35.459999,0
124,192.168.50.8,59594,2014379,38,4902,54442,29.959999,0
125,192.168.50.8,59606,86318122,16,2996,5754541,33.495998,0
126,192.168.50.8,54503,47498,2,138,47498,3.460000,0
127,192.168.50.6,56169,1518846,16,2652,101256,1.039000,1
128,172.217.2.168,443,3263,2,132,3263,1.029000,1
129,52.39.131.77,443,489161019,46,15672,10870244,65.496002,0
130,192.168.50.8,60871,1673,2,132,1673,0.939000,1
131,172.16.0.5,52312,295499721,56,3360,5372722,16.959999,0
132,192.168.50.8,56051,49194,2,166,49194,16.959999,0
133,192.168.50.8,60880,10322494,86,18032,121441,1.048000,1
134,192.168.50.8,55151,73797,2,146,73797,2.460000,0
135,192.168.50.6,56116,13652130,30,2870,470763,1.116000,1
136,192.0.73.2,80,3697095335,52,12792,72492065,51.032001,0
137,192.168.50.6,56154,7358405,50,13935,150171,0.986000,1
138,192.168.50.8,60845,5353380,20,1514,281756,1.008000,1
139,192.168.50.9,37652,261654,8,682,37379,11.816000,0
140,192.168.50.8,60867,9697361,36,3044,277067,1.020000,1
141,192.168.50.8,60868,6971283,16,1782,464752,1.041000,1
142,192.168.50.8,65282,75257,2,160,75257,12.496000,0
143,192.168.50.6,54800,11393255,6,440,2278651,7.996000,0
144,192.168.50.9,51074,100339,2,148,100339,2.053000,1
145,172.217.2.161,443,3829752535,74,12156,52462363,25.996000,0
146,0.0.0.0,68,4674425388,1060,362520,4413999,19.424000,0
147,172.217.12.193,443,3988801108,220,98775,18213703,64.531998,0
148,192.168.50.6,60614,51331,2,168,51331,37.495998,0
149,54.192.53.175,443,542663891,52,22122,10640468,48.995998,0
150,192.168.50.8,60824,12548001,34,2862,380242,1.014000,1
151,192.168.50.6,54822,4337613109,20,2152,228295426,22.532000,0
152,192.168.50.8,52807,71586,2,154,71586,30.959999,0
153,192.168.50.6,56173,842694,20,5314,44352,0.990000,1
154,192.168.50.8,53186,48933,2,142,48933,30.532000,0
155,172.217.9.230,443,4335688594,644,600280,6742906,31.568001,0
156,192.168.50.8,52859,47137,2,146,47137,20.996000,0
157,192.168.50.8,60862,5331374,8,492,761624,0.998000,1
158,192.168.50.6,56150,7255063,16,1250,483670,0.990000,1
159,192.168.50.8,60781,15357816,12,1010,1396165,1.055000,1
160,172.16.0.5,41077,334744633,28,1680,12397949,57.172001,0
161,192.168.50.8,49641,46047,2,148,46047,47.532001,0
162,192.168.50.6,56145,7248353,16,1250,483223,0.990000,1
163,192.168.50.6,56147,7781401,16,1250,518760,1.148000,1
164,192.168.50.8,57018,70531,2,152,70531,2.460000,0
165,192.168.50.8,60859,6068644,26,3144,242745,1.039000,1
166,172.217.2.98,443,3829797515,48,9464,81485053,63.495998,0
167,192.168.50.9,55330,2985,2,148,2985,1.078000,1
168,192.168.50.9,37312,4680123739,126,15570,37440989,58.424000,0
169,192.168.50.8,60875,1576,2,132,1576,1.061000,1
170,192.168.50.8,57360,85960,2,174,85960,28.959999,0
171,172.217.0.226,443,861727,24,2080,37466,0.973000,1
172,192.168.50.8,50816,153309,2,148,153309,42.888000,0
173,192.168.50.8,60886,3097135,20,2536,163007,1.115000,1
174,172.217.2.174,443,2752749127,27,6882,105874966,64.496002,0
175,192.168.50.6,56149,4993633,16,1250,332908,0.981000,1
176,192.168.50.8,60858,5360688,24,1440,233073,1.032000,1
177,192.168.50.8,64535,35045,2,174,35045,52.995998,0
178,192.168.50.8,53684,46337,2,148,46337,28.032000,0
179,192.168.50.8,55186,52229,2,146,52229,28.459999,0
180,192.168.50.8,60874,2143,2,132,2143,0.978000,1
181,192.168.50.8,60850,6278627,20,1514,330454,1.119000,1
182,192.168.50.8,60855,6419658,20,1514,337876,0.982000,1
183,192.168.50.8,60848,3633896,16,1250,242259,1.000000,1
184,192.168.50.8,59599,96687005,27,6418,3718730,43.495998,0
185,192.168.50.8,53267,46626,2,186,46626,19.996000,0
186,192.168.50.8,55174,50847,2,162,50847,35.495998,0
187,192.168.50.8,64858,50636,2,154,50636,16.459999,0
188,192.168.50.6,56164,1564736,8,492,223533,1.031000,1
189,192.168.50.8,59600,100826069,30,4084,3476761,33.495998,0
190,192.168.50.6,54844,16999516,4,252,5666505,30.247999,0
191,172.16.0.5,17369,1655765,36,5310,47307,38.924000,0
192,172.217.10.138,443,45504973,24,7216,1978477,32.459999,0
193,192.168.50.9,48200,377096,8,682,53870,54.995998,0
194,192.168.50.8,59598,57101851,8,492,8157407,24.496000,0
195,192.168.50.8,62421,51780,2,174,51780,29.459999,0
196,192.168.50.8,60894,1159328,14,2014,89179,1.101000,1
197,192.168.50.8,60869,2040,2,132,2040,1.022000,1
198,192.168.50.6,56166,1817063,28,3816,67298,0.999000,1
199,192.168.50.6,56167,1811332,26,3698,72453,1.000000,1
200,192.168.50.8,55951,75055,2,158,75055,7.496000,0
201,192.168.50.8,59601,23647112,24,4076,1028135,34.959999,0
202,192.168.50.6,60512,38697,2,152,38697,24.496000,0
203,192.168.50.6,56122,6487460,16,1250,432497,0.987000,1
204,192.168.50.8,60853,4985762,26,1610,199430,1.242000,1
205,192.168.50.8,60944,76271,2,174,76271,60.532001,0
206,192.168.50.8,59605,1595057,16,2640,106337,3.460000,0
207,192.168.50.6,50183,49135,2,158,49135,3.996000,0
208,192.168.50.8,60713,46491,2,186,46491,3.460000,0
209,192.168.50.9,46826,539618,12,888,49056,18.424000,0
210,192.168.50.8,59593,283837,6,388,56767,30.959999,0
211,192.168.50.8,52093,65555,2,172,65555,0.496000,1
212,192.168.50.8,60926,1430096800,8,688,204299542,52.320000,0
213,192.168.50.8,60891,6790530,36,12158,194015,1.007000,1
214,172.16.0.5,46769,43781,2,120,43781,53.995998,0
215,192.168.50.8,60852,6178115,16,1250,411874,1.012000,1
216,192.168.50.9,51082,1902,2,148,1902,1.107000,1
217,192.168.50.8,52983,70804685,4,346,23601561,33.495998,0
218,192.168.50.8,60846,6449416,20,1514,339442,1.036000,1
219,192.168.50.8,60888,8324491,159,127325,52686,1.087000,1
220,192.168.50.9,60096,284544,8,682,40649,42.888000,0
221,192.168.50.6,56123,6321446,16,1250,421429,1.012000,1
222,192.168.50.8,60863,10551112,44,5140,245374,0.997000,1
223,54.192.55.39,443,121150,4,264,40383,42.995998,0
224,192.168.50.6,54802,1040881,6,440,208176,47.924000,0
225,192.168.50.8,60872,6387185,18,1718,375716,1.192000,1
226,192.168.50.8,60876,4723137,8,492,674733,1.003000,1
227,192.168.50.6,56142,7038677,16,1250,469245,1.009000,1
228,192.168.50.8,59596,19820060,4,252,6606686,24.496000,0
229,172.217.12.206,80,4282494091,294,44300,14616020,64.531998,0
230,192.168.50.8,56022,38350,2,148,38350,31.459999,0
231,192.168.50.8,60857,6698483,20,1514,352551,1.162000,1
232,35.158.163.158,443,102906,4,264,34302,23.032000,0
233,192.168.50.9,42742,2660,2,148,2660,1.030000,1
234,192.168.50.6,56118,14917385,24,4042,648581,1.032000,1
235,192.168.50.8,50492,64626,2,172,64626,16.959999,0
236,192.168.50.6,56174,859298,22,5352,40918,1.009000,1
237,192.168.50.8,55777,76544,2,170,76544,22.532000,0
238,192.168.50.8,60215,50146,2,170,50146,49.495998,0
239,192.168.50.6,54823,48785,2,132,48785,12.496000,0
240,192.168.50.9,48208,240471,8,682,34353,30.959999,0
241,192.168.50.8,60893,5495046,36,12142,157001,1.001000,1
242,192.168.50.8,60870,2205,2,132,2205,1.004000,1
243,192.168.50.6,56125,6498606,16,1250,433240,0.987000,1
244,192.168.50.8,60887,228029,18,2714,13413,0.993000,1
245,192.168.50.6,50362,498577,4,356,166192,61.924000,0
246,192.168.50.8,62834,62927,2,158,62927,1.960000,0
247,192.168.50.8,60864,8833591,42,5180,215453,1.061000,1
248,192.168.50.8,60884,2085,2,132,2085,1.022000,1
249,192.168.50.8,51052,48153,2,168,48153,30.532000,0
250,192.168.50.6,54859,20019606,20,2834,1053663,52.495998,0
