STT,SrcIP,SrcPort,FlowDur(ns),TotalPkts,TotalBytes,MeanIAT(ns),Normal
203,172.16.0.5,34027,793898321,6,360,158779664,0
204,172.16.0.5,36090,676391279,6,360,135278255,0
205,172.16.0.5,34016,797379661,4,240,265793220,0
206,192.168.50.6,56175,45178387,18,5232,2657552,0
207,192.168.50.6,56154,475300440,50,13935,9700008,0
208,192.168.50.6,56143,417534629,16,1250,27835641,0
209,172.16.0.5,54037,498745637,4,240,166248545,0
210,192.168.50.8,60846,313613859,20,1514,16505992,0
211,172.16.0.5,33981,808018742,6,360,161603748,0
212,192.168.50.9,42676,109718241,5,863,27429560,0
213,172.217.2.170,443,295826347,42,11810,7215276,0
214,172.16.0.5,55856,2994855,2,748,2994855,0
215,192.168.50.8,60853,255769157,26,1610,10230766,0
216,172.16.0.5,62580,567030626,8,480,81004375,0
217,192.168.50.6,56162,98727807,20,2718,5196200,0
218,172.16.0.5,40956,366262916,4,240,122087638,0
219,172.16.0.5,50691,513192653,4,240,171064217,0
220,192.168.50.8,60882,2575772549,137,35410,18939504,0
221,172.16.0.5,33982,808023504,4,240,269341168,0
222,172.16.0.5,33980,808908849,4,240,269636283,0
223,172.16.0.5,34047,777180195,6,360,155436039,0
224,192.168.50.8,60874,510831,2,132,510831,0
225,172.16.0.5,55050,137500351,18,3210,8088255,0
226,192.168.50.6,56167,493588592,26,3698,19743543,0
227,172.16.0.5,33990,806475939,4,240,268825313,0
228,192.168.50.6,56118,2679638870,24,4042,116506037,0
229,172.16.0.5,49635,437303747,4,240,145767915,0
230,192.168.50.8,60869,500914,2,132,500914,0
231,172.217.2.161,443,52956782,8,640,7565254,0
232,172.16.0.5,34041,782025655,6,360,156405131,0
233,172.16.0.5,46579,3332310,2,834,3332310,0
234,172.16.0.5,34010,800995207,4,240,266998402,0
235,172.16.0.5,34003,806378466,6,360,161275693,0
236,192.168.50.6,56173,308641913,20,5314,16244311,0
237,172.16.0.5,9724,576451333,6,360,115290266,0
238,172.16.0.5,47903,432549425,4,240,144183141,0
239,192.168.50.8,60871,524403,2,132,524403,0
240,172.16.0.5,34015,798306848,4,240,266102282,0
241,172.16.0.5,56391,537190198,4,240,179063399,0
242,172.16.0.5,14837,671583643,4,240,223861214,0
243,172.16.0.5,33978,809710346,6,360,161942069,0
244,192.168.50.9,51074,591014,2,148,591014,0
245,172.16.0.5,34039,782950291,4,240,260983430,0
246,192.168.50.4,38789,480057,2,120,480057,0
247,172.16.0.5,34018,797465307,4,240,265821769,0
248,172.16.0.5,33998,806927368,4,240,268975789,0
249,172.16.0.5,34014,799226988,6,360,159845397,0
250,172.16.0.5,34001,806266829,6,360,161253365,0
