STT,SrcIP,SrcPort,FlowDur(ns),TotalPkts,TotalBytes,MeanIAT(ns),Normal
182,192.168.50.8,59614,48598549,38,6590,1313474,0
183,192.168.50.8,60847,3840616,16,1250,256041,1
184,192.168.50.8,60874,2156,2,132,2156,1
185,192.168.50.6,56156,7353401,16,1194,490226,1
186,192.168.50.4,22,321844311,542,124154,594906,0
187,192.168.50.8,59594,19684959,38,4902,532025,0
188,192.168.50.8,60876,5596822,8,492,799546,1
189,192.168.50.8,55174,68080,2,162,68080,0
190,192.168.50.8,60867,10513907,36,3044,300397,1
191,192.168.50.8,60890,8896737,52,14012,174445,1
192,192.168.50.6,50183,69735,2,158,69735,0
193,192.168.50.8,60878,4306753,8,492,615250,1
194,192.168.50.8,60850,5623933,20,1514,295996,1
195,192.168.50.6,54818,3957990448,12,1558,359817313,0
196,192.168.50.8,55186,63294,2,146,63294,0
197,192.168.50.8,62338,65733,2,174,65733,0
198,192.168.50.8,60852,5553444,16,1250,370229,1
199,192.168.50.6,53406,52739,2,170,52739,0
200,192.168.50.9,55330,2344,2,148,2344,1
201,192.168.50.6,60391,140954,2,162,140954,0
202,192.168.50.6,54802,670607,6,440,134121,0
203,192.168.50.6,56173,2713297,20,5314,142805,1
204,172.217.9.226,80,4334762112,14,888,333443239,0
205,23.63.78.40,80,4168353913,197,19678,21267111,0
206,192.168.50.6,58003,91973,2,170,91973,0
207,192.168.50.8,52093,107168,2,172,107168,0
208,192.168.50.8,60848,5910526,16,1250,394035,1
209,192.168.50.8,59604,1243238,20,2900,65433,0
210,192.168.50.6,56123,5421859,16,1250,361457,1
211,192.168.50.6,62301,90455,2,168,90455,0
212,192.168.50.8,60849,4093680,20,1514,215456,1
213,192.168.50.6,54822,4349094072,16,1912,289939604,0
214,192.168.50.8,57018,57972,2,152,57972,0
215,192.168.50.8,64535,48731,2,174,48731,0
216,192.168.50.8,53808,105272,2,176,105272,0
217,192.168.50.8,56051,53856,2,166,53856,0
218,192.168.50.8,52762,52979,2,152,52979,0
219,192.168.50.8,59605,1649202,16,2640,109946,0
220,192.168.50.8,55777,52699,2,170,52699,0
221,192.168.50.8,54056,54278,2,172,54278,0
222,192.168.50.4,51560,3525214,18,1398,207365,1
223,192.168.50.8,59596,947246,4,252,315748,0
224,192.168.50.6,56149,7236466,16,1250,482431,1
225,192.168.50.6,56147,6089676,16,1250,405978,1
226,192.168.50.6,54861,32384329,14,1712,2491102,0
227,192.168.50.8,56531,52138,2,160,52138,0
228,172.217.9.226,443,4366508533,1140,739176,3833633,0
229,192.168.50.6,54833,51690,2,132,51690,0
230,192.168.50.6,56118,15144976,24,4042,658477,1
231,192.168.50.8,59607,56588659,30,5674,1951333,0
232,192.168.50.6,55346,143446,2,160,143446,0
233,192.168.50.9,57944,3093,2,148,3093,1
234,172.217.0.226,443,1882566,24,2080,81850,1
235,192.168.50.8,55657,55703,2,166,55703,0
236,192.168.50.6,56876,97318,2,154,97318,0
237,192.168.50.9,60096,182447,8,682,26063,0
238,192.168.50.8,59145,58831,2,152,58831,0
239,192.168.50.6,54859,25518080,20,2834,1343056,0
240,192.168.50.8,62421,52450,2,174,52450,0
241,192.168.50.8,60858,4426666,24,1440,192463,1
242,192.168.50.6,54805,112394,4,240,37464,0
243,192.168.50.8,60891,8591326,36,12158,245466,1
244,172.217.10.138,443,1544983,18,6696,90881,0
245,192.168.50.6,54560,25158,2,120,25158,0
246,192.168.50.6,56148,2429170,18,1130,142892,1
247,192.168.50.8,58070,76987,2,146,76987,0
248,192.168.50.6,54799,3840338199,8,600,548619742,0
249,151.101.2.2,443,2183,2,148,2183,1
250,192.168.50.8,64858,67481,2,154,67481,0
251,192.168.50.6,54844,22690257,4,252,7563419,0
252,192.168.50.6,54853,72510098,99,25822,739898,0
253,192.168.50.8,50301,514186698,8,712,73455242,0
254,192.168.50.8,60880,12671961,86,18032,149081,1
255,192.168.50.8,58889,72979,2,138,72979,0
256,192.168.50.8,60864,11492876,42,5180,280314,1
257,192.168.50.8,55951,52281,2,158,52281,0
258,192.168.50.6,56154,6846590,50,13935,139726,1
259,192.168.50.8,60926,1439240163,8,688,205605737,0
260,172.16.0.5,46769,27540,2,120,27540,0
261,192.168.50.6,56164,2494560,8,492,356365,1
262,192.168.50.6,54829,52921,2,132,52921,0
263,172.217.1.162,443,2912271800,320,237196,9129378,0
264,192.168.50.8,62093,52934,2,174,52934,0
265,192.168.50.6,60614,59168,2,168,59168,0
266,192.168.50.6,54804,462973,6,440,92594,0
267,192.168.50.8,60881,12412515,30,3782,428017,1
268,192.168.50.8,49687,97388,2,168,97388,0
269,192.168.50.8,61001,56413,2,152,56413,0
270,192.168.50.6,54808,167391,6,388,33478,0
271,192.168.50.8,60868,5775677,16,1782,385045,1
272,192.168.50.8,52859,31969,2,146,31969,0
273,192.168.50.6,49752,50725,2,172,50725,0
274,34.209.30.112,443,182267975,16,1160,12151198,0
275,192.168.50.8,54224,104017,2,176,104017,0
276,192.168.50.8,53461,45081,2,172,45081,0
277,192.168.50.8,56770,97248,2,178,97248,0
278,192.168.50.6,50158,66683,2,170,66683,0
279,192.168.50.8,63848,54625,2,166,54625,0
280,192.168.50.8,60888,11309719,159,127325,71580,1
281,172.217.197.154,443,4669169672,93,26522,50751844,0
282,192.168.50.8,59597,737868368,32,4288,23802205,0
283,172.217.2.174,443,1835732821,11,764,183573282,0
284,54.192.55.39,443,73333,4,264,24444,0
285,192.168.50.9,48208,166555,8,682,23793,0
286,52.39.131.77,443,496533718,44,15502,11547295,0
287,192.168.50.8,60860,196314,14,2512,15101,1
288,93.184.216.180,443,151342,6,444,30268,0
289,192.168.50.8,59595,49955841,16,1788,3330389,0
290,192.168.50.8,60885,10944012,56,7226,198982,1
291,192.168.50.8,59600,21899504,24,3632,952152,0
292,192.168.50.9,57932,2028,2,148,2028,1
293,192.168.50.6,62285,157433,4,312,52477,0
294,192.168.50.6,56150,6743906,16,1250,449593,1
295,192.168.50.6,56175,193379,18,5232,11375,1
296,172.217.2.174,80,65175,6,1822,13035,1
297,192.0.73.2,80,3702081881,50,13522,75552691,0
298,23.194.108.29,443,128182,6,458,25636,0
299,192.168.50.6,61122,49446,2,162,49446,0
300,192.168.50.6,54826,50915,2,132,50915,0
